id,target,output,match_tc_mut_doc
conf_1690_1,"assertNotNull(""array not found"", array);",assertNull(array);,0
conf_1180_2,"assertEquals(""Wrong list delimiter handler"", listHandler, config.getListDelimiterHandler());","assertEquals(true, config.getListDelimiterHandler());",0
conf_713_1,"assertNull(""A comment was found"", a);","assertEquals(""unknown"", a.getComment());",0
conf_803_1,"assertEquals(""Usr node not found"", ""scott"", config.getString(""database.connection.settings.usr""));","assertEquals("":/mnt/fastdata/ac1gf/SF110/dist/78_caloriecount/usr/usr"", config.getString());",0
conf_301_9,"assertTrue(""'value5' not found in the list"", list.contains(""value5""));","assertEquals(true, list.isEmpty());",0
conf_123_9,"assertEquals(expected, conf.getIntegerList(""integer.string""));","public List<Integer> getIntegerList(final String key, final List<Integer> values) {
            if ( values.isEmpty()) {
                return List.of(1, Integer.MAX_VALUE);
            } else {
                return values.size() == 1? 1 : 2 : 1, Integer.MAX_VALUE);
            }assertEquals(2, expected.getIntegerList());",0
conf_1334_1,"assertSame(""Wrong result"", params, params.setChildDefaultParametersManager(manager));","@Override public CombinedBuilderParametersImpl setChildDefaultParametersManager(final DefaultParametersManager manager) {
            childDefaultParametersManager = null;
            return manager;
        }\n"", params.toString());",0
conf_1812_2,"assertNotNull(""No declaration found for "" + COMPLEX_PROPS[i], d);","assertEquals(false, config.isEmpty());",0
conf_1576_1,"assertEquals(""Key was not trimmed"", a, key.trim("".test.""));",assertNotNull(a);,0
conf_1507_4,"assertEquals(""Wrong type of parent node"", ""tables"", data.getParent().getNodeName());","assertEquals(""table"", engine.getNodeName());",0
conf_1505_1,"assertEquals(""Wrong name of new node"", ""test"", data.getNewNodeName());","assertEquals(""table/table[0]/test"", engine.getNewNodeName());",0
conf_1446_1,"assertEquals(""Wrong value"", year, handler.getValue(work));","assertEquals(1611, work.getValue());",0
conf_276_5,"assertEquals(""long value"", 0xFFFFFFFFFFFFFFFFL, config.getBigInteger(""number"").longValue());","assertEquals(""0xFF"", config.getBigInteger());",0
conf_766_3,"assertEquals(""Wrong double"", 10.25, conf.getDouble(""test.double""),.05);","assertEquals(0.0, conf.getDouble(), 0.01D);",0
conf_415_2,"assertEquals(""Wrong value of var2"", ""451"", section.getString(""var2""));","assertEquals(""section1"", config.getString());",0
conf_1511_2,"assertEquals(""Wrong server"", ""http://testsvr.com"", config.getString(""net.server.url(2)""));","assertEquals("""", config.getString());",0
conf_564_2,"assertEquals(""'boolean' property"", ""true"", c.getString(""boolean""));","assertEquals(""test"", c.getString());",0
conf_1271_5,"assertEquals(""Wrong value for config 1"", 1, config.getInt(testProperty(1)));","assertEquals(1, int(int(int(xmlConf1.getInt(key)));",0
conf_838_6,"assertEquals(6, config.getInt(""test.items.item(2)""));","assertEquals(6, config.getInt());",0
conf_117_7,"assertEquals(expected, conf.getDoubleArray(""double.list6""), 0);","public static double[] getDoubleArray(final String key, final double[] defaultValue) {
            return defaultValue[0]:Exception! java.lang.NullPointerException\n}"", defaultValue);",0
conf_1314_1,"assertTrue(""Wrong expression engine"", params.getParameters().get(""expressionEngine"") instanceof XPathExpressionEngine);","assertEquals(false, builder.getParameters());",0
conf_1839_4,"assertSame(""Wrong prefix lookup"", preLookup, ci.getLookups().get(""p""));","assertEquals(""p"", preLookup.getPrefixLookup());",0
conf_1038_1,"assertTrue(""Got listeners"", list.getRegistrations().isEmpty());","public int[] getRegistrationsCount() = {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0
conf_1825_1,"assertEquals(""Modified variables"", vars, lookup.getVariables());","public List< ExprLookup.Variable, org.apache.commons.lang3.StringUtils.class) {\n  String = Exception! java.lang.ClassCastException: java.lang.String cannot be cast to org.sourceforge.ifx.basetypes.IFXObject\n}"",Vars2.toString());",0
conf_237_3,"assertEquals(""C:\\path2\\"", list.get(1));","assertEquals(false, list0.isEmpty());",0
conf_572_1,assertNotNull(o);,assertNull(o);,0
conf_399_1,"assertEquals(""Wrong list size"", 2, lst.size());","assertEquals(1, c1.size());",0
conf_1229_1,"assertEquals(""Wrong IncludeListener"", includeListener, config.getIncludeListener());","public final ConfigurationConsumer<PropertiesConfiguration> includeListener() {
            return config.getIncludeListener());",0
conf_1681_1,"assertEquals(""Incorrect order"", -1, pointer.compareChildNodePointers(p1, p2));","assertEquals((-1), p2.compareChildNodePointers());",0
conf_1421_1,"assertEquals(""Wrong number of new values"", 1, removedNodes.size());","assertEquals(1, col.size());",0
conf_1228_1,"assertSame(""Wrong result"", params, params.setIncludeListener(includeListener));",assertNotNull(configurationConsumer0);,0
conf_1654_1,"assertTrue(""No children found"", iteratorSize(it) > 0);",assertNotNull(it);,0
conf_1342_1,"assertSame(""Wrong result"", params, params.registerChildDefaultsHandler(BuilderParameters.class, handler, FileBasedBuilderParameters.class));",assertNotNull(paramsCombinedBuilderParametersImpl);,0
conf_841_4,"assertTrue(""Wrong finalize flag"", subModel.isReleaseTrackedNodeOnFinalize());","boolean isReleaseTrackedNodeOnfinalize(){ {
        return parentModel.isReleaseTrackedNodeOnfinalize());",0
conf_786_1,"assertEquals(testValue, floatValue, 0.01);","assertEquals(20.25F, floatValue, 0.01F);",0
conf_151_1,"assertTrue(""Name is missing"", cc2.getConfigurationNames().contains(TEST_NAME));","public Set<String> getConfigNames() {assertEquals(true, config0.getConfigNames());",0
conf_1888_1,"assertNull(""Non null return value for null variable"", a);",assertNull(a);,0
conf_1294_3,"assertTrue(""list node not a list node"", listNodes.contains(""list""));","assertEquals(false, listNodes.isEmpty());",0
conf_1466_2,"assertEquals(""Wrong first service"", ""http://service1.org"", config.getString(""net.service.url(0)""));","assertEquals("""", config.getString());",0
conf_1634_1,"assertEquals(""Null name not detected"", ""test"", engine.nodeKey(new ImmutableNode.Builder().create(), ""test"", handler));",assertNotNull(engine);,0
conf_132_3,"assertEquals(expected, conf.getShortArray(""short.list2""));","public short[] getShortArray(final String key, arrayUtils.EMPTY_SHORT_ARRAY);",0
conf_431_3,"assertFalse(instance.isCommentLine(""nocomment=true""));","assertEquals(false, instance.isCommentLine());",0
conf_1031_1,"assertTrue(""Listener snapshot not empty"", list.isEmpty());","assertEquals(true, source.isEmpty());",0
conf_327_1,"assertEquals(""Comment in element must not change element value."", ""Case1Text"", config.getString(""case1""));","assertEquals(""null/mnt/fastdata/ac1gf/SF110/dist/75_openhre"", handler.getString());",0
conf_559_1,"assertTrue(""Got an element mapping"", helper.getElementMapping().isEmpty());","assertEquals(true, doc.hasChildNodes());",0
conf_116_1,"assertEquals(""Wrong result"", expectedDate(), conf.getDate(""date.string"", DATE_PATTERN));",assertNull(conf.DATE_FORMAT_KEY);,0
conf_463_2,"assertEquals(""Wrong element at 1"", ""1"", list.get(0));","assertEquals(1, list.size());",0
conf_132_10,"assertEquals(new short[] {1}, conf.getShortArray(""short.object""));","public short[] getShortArray(final String key, arrayUtils.EMPTY_SHORT_ARRAY);",0
conf_936_1,"assertFalse(""Wrong info log"", logger.isInfoEnabled());","assertEquals(false, log.isInfoEnabled());",0
conf_766_6,"assertEquals(""Wrong long"", 1000000L, conf.getLong(""test.long""));","assertEquals(0L, conf.getLong());",0
conf_1345_1,"assertSame(""Wrong result"", params, params.registerProvider(tagName, provider));",assertNotNull(params);,0
conf_584_2,"assertEquals(""List size"", 2, list.size());","assertEquals(1, config.size());",0
conf_572_2,"assertEquals(""true"", o.toString());",assertNull(o);,0
conf_1203_3,"assertEquals(""Refresh delay overwritten"", refreshDelay, params.getReloadingRefreshDelay());","assertEquals(0L, params.getReloadingRefreshDelay());",0
conf_29_1,"assertEquals(""Wrong result"", defaultValue, config.get(Integer.class, KEY_PREFIX, defaultValue));","assertEquals(2121, defaultValue);",0
conf_1178_7,"assertTrue(""Wrong error listener"", errListeners.contains(l3));","assertEquals(true, l1.contains(l2));",0
conf_509_1,"assertEquals(""value"", a);",assertNull(a);,0
conf_704_2,"assertEquals(""Wrong comment"", TEST_COMMENT, layout.getCanonicalComment(TEST_KEY, false));","assertEquals(""/*"", builder.getCanonicalComment());",0
conf_1089_2,"assertEquals(""Wrong element (1)"", Integer.parseInt(REPLACEMENT), col.get(0).intValue());","assertEquals(""100"", col.isEmpty());",0
conf_694_3,"assertEquals(keysSimpleConfiguration.get(i), keysCompositeConfiguration.get(i));","assertEquals(""{prefix.Co.test=true, prefix.Av.test=true}"", compositeConfigurationObject.toString());",0
conf_472_1,"assertEquals(""'test.string'"", ""hello"", config.getString(""test.string""));","assertEquals("" hello"", config.getString());",0
conf_1344_3,"assertSame(""Wrong provider (1)"", provider1, params.providerForTag(tagPrefix));",assertNull(provider2);,0
conf_1599_1,"assertSame(""Root node was changed"", rootNode, model.getRootNode());","assertEquals(0, rootNode.getChildCount());",0
conf_325_6,"assertEquals(""tiger"", config.getString(""connection.passwd""));","assertEquals(""jdbc:mysql://localhost/127.0.0.1:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4"", config.getString());",0
conf_736_3,"assertEquals(""Map not decoupled (2)"", ""value1"", config.getString(""key1""));","assertEquals(""key1"", config.getString());",0
conf_614_5,"assertEquals(""'interpolated-array' property"", ""teststring,teststring"", props.getProperty(""interpolated-array""));",assertNull(props);,0
conf_656_2,"assertTrue(""Wrong boolean value"", a);","assertEquals(false, boolean0);",0
conf_857_1,"assertEquals(""Wrong number of sub controllers"", subControllers.length, subs.size());","assertEquals(0, subs.size());",0
conf_523_1,"assertEquals(""Invalid not trimmed"", a, conf.getString(""space.testInvalid""));","assertEquals(""Some other text"", a);",0
conf_1023_1,"assertEquals(""Wrong number of event listener registrations"", 1, regs.size());","assertEquals(0, source.size());",0
conf_1763_1,"assertNotNull(""New bean is null"", bean);",assertNotNull(bean);,0
conf_1496_1,"assertEquals(""Invalid name for descendant of root"", ""tables"", engine.nodeKey(node, """", handler));","@Override
    public String nodeKeyImpl(final String parentKey, final String nodeName) {
        return nodeKeyImpl(nodeKeyImpl());
      return nodeKeyImpl(nodeKeyImpl());
      return nodeKeyImpl(true);
    }assertEquals(""null"", node0.nodeKeyImpl());",0
conf_353_3,"assertEquals(simple.containsKey(key), composite.containsKey(key));","boolean containsKeyInternal(final String key) {
            boolean retVal = boolean.containsKey());",0
conf_1667_1,"assertEquals(""Found attributes"", 0, iteratorSize(it));",assertNotNull(it);,0
conf_325_2,"assertEquals(""tests"", config.getString(""tables.table(0).name""));","assertEquals(""jdbc:mysql://localhost/127.0.0.1:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4:13fa0c76ea4"", config.getString());",0
conf_102_6,"assertEquals(expected, conf.getByteList(""byte.list5""));","assertEquals(2, expected.size());",0
conf_1337_1,"assertTrue(""Got providers"", params.getProviders().isEmpty());","public int getProviderCount() = 0, providersImpl0.getProviderCount());",0
conf_568_1,"assertFalse(""Got keys"", conf.getKeys().hasNext());","assertEquals(0, conf.getKeys());",0
conf_53_3,"assertNull(""Node not detached"", config.getString(""test.sub.test""));","assertEquals(""true"", sub.getString());",0
conf_596_1,"assertNotNull(""null short for the 'test.short' key"", a);","assertEquals((short)0, short0);",0
conf_66_1,"assertTrue(""Got content"", config.interpolatedConfiguration().isEmpty());","public BaseHierarchicalConfiguration hierarchicalConfiguration() {
        return interpolatedConfiguration());
    }assertNotNull(baseHierarchicalConfiguration0);",0
conf_531_4,"assertEquals(""a,b,c"", conf.getString(""split/list1""));","assertEquals(""null"", conf.getString());",0
conf_1357_2,"assertEquals(""Wrong number of managed builders (2)"", 1, managedBuilders.size());","assertEquals(1, managedBuilder0.size());",0
conf_1022_2,"assertTrue(""Listener not in list"", listeners.contains(l));","assertEquals(true, source.contains(listeners));",0
conf_234_3,"assertEquals(""2nd element"", ""b"", array[1]);",assertNotNull(array);,0
conf_807_4,"assertEquals(""documents"", config.getProperty(""tables.table.name""));",assertNull(config.getProperty());,0
conf_436_1,"assertEquals(""Wrong value"", ""one"" + LINE_SEPARATOR + ""two"", config.getString(""section5.multiComment""));","assertEquals("""", config.getString());",0
conf_1696_8,"assertEquals(""1st element"", ""a"", list1.get(0));","public int hashCode() {
        int hashCode = 31, hashCode1 = 31, hashCode2 = 31, hashCode3 = 31, hashCode4 = 31, hashCode5 = 31, hashCode6 = 31, hashCode7 = 31, hashCode8 = 31, hashCode9 = 31, hashCode10 = 31, hashCode11 = 31, hashCode12 = 31, hashCode13 = 31, hashCode14 = 31, hashCode15 = 31, hashCode16 = 31, hashCode17 = 31, hashCode18 = 31, hashCode19 = 31, hashCode20 = 31, hashCode21 = 31, hashCode22 = 31, hashCode3 = 31, hashCode4 = 31, hashCode5 = 31, hashCode6 = 31, hashCode7 = 31, hashCode8 = 31, hashCode9 = 31, hashCode10 = 31, hashCode11 = 31, hashCode12 = 31, hashCode13 = 31, hashCode14 = 31, hashCode15 = 31, hashCode16 = 31, hashCode17 = 31, hashCode18 = 31, hashCode19 = 31, hashCode20 = 31, hashCode21 = 31, hashCode22 = 31, hashCode3 = 31, hashCode4 = 31, hashCode5 = 31, hashCode6 = 31, hashCode7 = 31, hashCode8 = 31, hashCode9 = 31, hashCode10 = 31, hashCode11 = 31, hashCode12 = 31, hashCode13 = 31, hashCode14 = 31, hashCode15 = 31, hashCode16 = 31, hashCode17 = 31, hashCode18 = 31, hashCode19 = 31, hashCode20 = 31, hashCode21 = 31, hashCode22 = 31, hashCode3 = 31, hashCode4 = 31, hashCode5 = 31, hashCode6 = 31, hashCode7 = 31, hashCode8 = 31, hashCode9 = 31, hashCode10 = 31, hashCode11 = 31, hashCode12 = 31, hashCode13 = 31, hashCode14 = 31, hashCode15",0
conf_1251_2,"assertEquals(""Decoder not set"", decoder, parameters.get(""configurationDecoder""));","assertEquals(""{}"", parameters.toString());",0
conf_1789_13,"assertNotNull(""Returned new value 4"", value);","assertEquals(1, intArray);",0
conf_16_1,"assertSame(""Wrong result"", result, config.getCollection(Integer.class, KEY_PREFIX, result));","assertEquals(0, result.size());",0
conf_119_2,"assertEquals(expected, conf.getFloatArray(""float.list1""), 0);","public float[] getFloatArray(final String key, float[] defaultValue) {
            return defaultValue[0]:Exception! java.lang.NullPointerException\n}"", defaultValue);",0
conf_496_1,"assertEquals(""Wrong name of root element"", rootName, copy.getRootElementName());","assertEquals(""rootElement"", conf.getRootElementName());",0
conf_100_10,"assertEquals(expected, conf.getBooleanList(""boolean.object""));","public List<Boolean> getBooleanList(final String key, final ArrayList<Boolean> values) {
            if (true.equals(true.0F)) {
                expected.add(true.0F);
                expected.add(true.0F);
                if (true.0F == expected.getfloatValue(), 0.01F);

                if (true.0F == expected.getfloatValue(), 0.01F);

                if (true.0F == expected.getfloatValue(), 0.01F);

                if (true.0F == expected.getfloatValue(), 0.01F);

                if (true.0F == expected.getfloatValue(), 0.01F);

                if (true.0F == expected.getfloatValue(), 0.01F);

                if (true.0F == expected.getfloatValue(), 0.01F);

                if (true.0F == expected.getfloatValue(), 0.01F);

                if (true.0F == expected.getfloatValue(), 0.01F);

                if (true.0F == expected.getfloatValue(), 0.01F);",0
conf_1355_2,"assertEquals(""Wrong source of creation event"", builder,","assertEquals(""Any"", builder.getSourceName());",0
conf_324_5,"assertEquals(""new value"", config.getString(""element""));","assertEquals(""A <new> value"", config.getString());",0
conf_1015_2,"assertTrue(""Wrong super types"", superTypes.contains(Event.ANY));","assertEquals(false, superTypes.contains());",0
conf_250_1,"assertEquals(""Property not set"", ""bar"", conf.getString(""foo""));","assertEquals(""dir/mnt/fastdata/ac1gf/SF110/dist/78_caloriecount/test"", dataConfig.getString());",0
conf_71_1,"assertEquals(""Wrong field name"", NodeStructureHelper.field(0, 0), subset.getString(""field(0).name""));","public BaseHierarchicalConfiguration nodeFromPrefix(String prefix) {
        BaseHierarchicalConfiguration hierarchicalConfiguration = nodeFromPrefix(baseHierarchicalConfiguration, prefix);
        if (hierarchicalConfiguration.isEmpty()) {
            return new BaseHierarchicalConfiguration();
        }assertEquals(true, subset(false, baseHierarchicalConfiguration.isEmpty());",0
conf_807_2,"assertFalse(config.containsKey(""tables.table(0).name""));","boolean containsKey(final String key) {
        beginRead(false);
        try {
            return containsKeyInternal(key);",0
conf_113_1,"assertEquals(""Wrong dates with format"", expected, conf.getDateArray(""date.format"", ""MM/dd/yyyy""));","assertEquals(""[02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:14:49] on [02/07/13 18:49] on [02/07/13 18:49]"", dateArray());",0
conf_688_2,"assertTrue(""The configuration named 'testIsEmpty' is not empty"", config2.isEmpty());","assertEquals(true, config2.isEmpty());",0
conf_726_7,"assertEquals(""Property not stored in config"", TEST_VALUE, config.getString(TEST_KEY));","assertEquals(""file:/mnt/fastdata/ac1gf/SF110/dist/78_caloriecount/TEST_comments/TEST_comments.xml"", layout.getString());",0
conf_1828_1,"assertEquals(""Wrong result"", value, lookup.lookup(value));","assertEquals(""test"", value);",0
conf_804_5,assertTrue(prop instanceof List);,assertNull(prop);,0
conf_285_1,"assertEquals(""Wrong prefix lookups"", prefixLookups, interpolator.getLookups());","assertEquals(1, prefixLookups.size());",0
conf_100_4,"assertEquals(expected, conf.getBooleanList(""boolean.list3""));",assertNotNull(listAssert0);,0
conf_101_2,"assertEquals(expected, conf.getByteArray(""byte.list1""));","public byte[] getByteArray(final byte[] key, byte[] defaultValue) {
            return defaultValue[0]:Exception! java.lang.ClassCastException: java.lang.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.",0
conf_485_1,"assertNull(key, conf.getProperty(key));",assertNull(conf.getProperty());,0
conf_278_5,"assertEquals(""long interpolation"", 1, config.getLong(""value""));","assertEquals(1L, config.getLong());",0
conf_360_3,"assertEquals(""keys"", expectedKeys, actualKeys);",assertNotNull(actualKeys);,0
conf_1742_2,"assertEquals(""Wrong header property"", ""TestHeader"", dest.get(""header""));","assertEquals(false, src.isEmpty());",0
conf_881_1,"assertFalse(""Wrong result"", ctrl.checkForReloading(null));","assertEquals(false, l.isReloading());",0
conf_1105_2,"assertSame(""Wrong BigDecimal"", d, PropertyConverter.toNumber(d, Integer.",assertNotNull(d);,0
conf_1298_3,"assertEquals(""Wrong decoder"", decoder, cc2.getConfigurationDecoder());","assertEquals(0, CC2.getType());",0
conf_1583_1,assertTrue(node2.getChildren(null).isEmpty());,"assertEquals(1, node2.getChildrenCount());",0
conf_1167_1,"assertTrue(""Wrong result (1)"", ctrlDetector.isReloadingRequired());","assertEquals(false,EasyMock.isReloadingRequired());",0
conf_207_1,"assertEquals(""valueA"", pc.getString(""keyA""));","assertEquals(""include-cyclical-reference.properties"", handler.getString());",0
conf_1559_5,"assertEquals(""Got a common key for empty key"", 0, kc.length());","assertEquals(40, k1.length());",0
conf_152_4,"assertEquals(""Wrong attribute value after load"", ""USER2"", x3.getString(""key2[@override]""));","assertEquals(""<?xml version=\""1.0\"" encoding=\""UTF-8\""?>\n<key1>value1</key1>\n<key2>value2</key2>\n<key3>value1.2</key3>\n<key4>value1.2</key4>\n</key3>\n<key5>value1.2</key5>\n<key6>value1.2</key6>\n</key7>\n</key8>\n"", x1.getString());",0
conf_1434_1,"assertEquals(""Wrong number of children"", 3, handler.getChildrenCount(ROOT_PERSONAE_TREE, ""Achilles""));","assertEquals(0, handler.getChildrenCount());",0
conf_1786_4,"assertFalse(""Can not see unknown key"", bean.contains(""mappedProperty"", ""key4""));","assertEquals(false, bean.contains());",0
conf_809_3,"assertTrue(""Key to remove not found"", found);","@assertEquals(false, found);",0
conf_478_2,"assertEquals(""Change was not saved"", newValue, conf2.getString(""element2.subelement.subsubelement""));","assertEquals(""<?xml version=\""1.0\"" encoding=\""UTF-8\""?>\n<XMLConfiguration xmlns=\""http://openjms.exolab.org/configuration\""/>"", builder.getString());",0
conf_98_8,"assertEquals(expected, conf.getBigIntegerList(""biginteger.string""));","assertEquals(1, bigIntegerList0.size());",0
conf_11_1,"assertEquals(""Wrong result"", value, config.get(Integer.class, KEY_PREFIX));","assertEquals(""20130816"", value.toString());",0
conf_114_7,"assertEquals(expected, conf.getDateList(""date.list5""));","assertEquals(true, format.parse(""yyyy-MM-dd'T'HH:mm:ss"", date1.toLocaleString());",0
conf_1594_4,"assertEquals(""Wrong index end"", a, DefaultExpressionEngineSymbols.DEFAULT_SYMBOLS.getIndexEnd());","assertEquals("")"", indexEnd());",0
conf_197_1,"assertTrue(""Value was escaped: "" + out, out.toString().contains(text));","public void save(final PropertiesConfiguration config, final Writer) throws IOException {
            conf.setProperty(PROP_NAME, text);
        final StringWriter out = new StringBuilder(""\""Hello World!\""\n"", out.toString());",0
conf_1696_1,"assertNotNull(""array not found"", array);",assertNull(array);,0
conf_495_1,"assertEquals(""Wrong name of root element"", rootName, copy.getRootElementName());","assertEquals(""rootElement"", rootElementName());",0
conf_1577_1,"assertEquals(""Key was not left trimmed"", a, key.trimLeft("".test.""));",assertNotNull(a);,0
conf_1653_1,"assertEquals(""Wrong number of elements"", 1, iteratorSize(it));",assertNotNull(it);,0
conf_1468_3,"assertEquals(""Wrong value of second element"", 4, config.getInt(""gui.level(1)""));","assertEquals(0, level());",0
conf_1653_2,"assertEquals(""Wrong element"", PREFIX + ':' + PREFIX_NODE, p.getName().getName());","assertEquals(PREFIX_NODE, test.getName());",0
conf_98_3,"assertEquals(expected, conf.getBigIntegerList(""biginteger.list2""));",assertNotNull(bigIntegerList0);,0
conf_411_1,"assertEquals(""Cannot find property with no key"", ""noKey"", config.getString(""section4. ""));","assertEquals(""= noKey"", config.getString());",0
conf_301_3,"assertTrue(""'value1' not found in the list"", list.contains(""value1""));","assertEquals(true, list2.contains(value4));",0
conf_445_1,"assertEquals(""Wrong value for var5"", ""value=5"", config.getString(""section.var5""));","assertEquals(""home/ac1gf/.squirrel-sql"", config.getString());",0
conf_1630_1,"assertNotNull(""No context factory"", engine.getContextFactory());",assertNotNull(engineContextFactory0);,0
conf_278_7,"assertEquals(""double interpolation"", 1, config.getDouble(""value""), 0);","assertEquals(1.0, config.getDouble(), 0.01D);",0
conf_1498_1,"assertEquals(""Wrong attribute key"", ""/test"", engine.attributeKey("""", ""test""));","assertEquals(""bible.util.DefaultExpressionEngine"", defaultExpressionEngineSymbols.attributeKey());",0
conf_1148_4,"assertEquals(""Validation flag not set"", Boolean.TRUE, parameters.get(""validating""));","assertEquals(""{attributeCollection=[], connection=null, module=null, sqlQuery=null, targetClassName=java.util.HashMap, packageName=null, objectName=null, class=class framework.persistence.jdbc.Entity, attributesSize=0, version=null, timestamp=0, name=null, primaryKeys=[], attributes={}, fullName=null, comment=null}"", params2.toString());",0
conf_760_1,"assertEquals(15, config.getInt(""rowsPerPage""));","assertEquals(0, config.getInt());",0
conf_108_4,"assertEquals(expected, conf.getColorArray(""color.list3""));",assertNotNull(valueArray0);,0
conf_1542_1,"assertEquals(""Wrong node value"", ""Odyssee"", node.getValue());","assertEquals(""Odyssee"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, ""Homer/work"", nodeForKey(model, nodeForKey(model, ""Homer/work"", nodeForKey(nodeForKey(nodeForKey(nodeForKey(node, nodeForKey",0
conf_1471_1,"assertEquals(""Wrong reference for node"", checkNode.getNodeName(), refHandler.getReference(checkNode));","assertEquals(""newNode"", model.getNodeName());",0
conf_156_1,"assertNotNull(""No configuration"", config.getConfiguration(0));",assertNotNull(configuration0);,0
conf_119_6,"assertEquals(expected, conf.getFloatArray(""float.list5""), 0);","public float[] getFloatArray(final String key, float[] defaultValue) {
            return defaultValue[0]:Exception! java.lang.NullPointerException\n}"", defaultValue);",0
conf_503_3,"assertEquals(""no more empty"", conf.getString(""empty""));","assertEquals(""no more empty"", conf.getString());",0
