classname,method,docstring,annotations,method_definition
org.apache.bcel.generic.GeneratingAnnotatedClassesTestCase,createSimpleInvisibleAnnotation(final ConstantPoolGen cp),,,"public AnnotationEntryGen createSimpleInvisibleAnnotation(final ConstantPoolGen cp)
    {
        final SimpleElementValueGen evg = new SimpleElementValueGen(
                ElementValueGen.PRIMITIVE_INT, cp, 4);
        final ElementValuePairGen nvGen = new ElementValuePairGen(""id"", evg, cp);
        final ObjectType t = new ObjectType(""SimpleAnnotation"");
        final List<ElementValuePairGen> elements = new ArrayList<>();
        elements.add(nvGen);
        final AnnotationEntryGen a = new AnnotationEntryGen(t, elements, false, cp);
        return a;
    }"
org.apache.bcel.generic.AnnotationGenTestCase,createClassGen(final String classname),,,"private ClassGen createClassGen(final String classname)
    {
        return new ClassGen(classname, ""java.lang.Object"", ""<generated>"",
                Const.ACC_PUBLIC | Const.ACC_SUPER, null);
    }"
org.apache.bcel.generic.AnnotationGenTestCase,void testConstructMutableAnnotation(),"/**
     * Programmatically construct an mutable annotation (AnnotationGen) object.
     */",,"public void testConstructMutableAnnotation()
    {
        // Create the containing class
        final ClassGen cg = createClassGen(""HelloWorld"");
        final ConstantPoolGen cp = cg.getConstantPool();
        // Create the simple primitive value '4' of type 'int'
        final SimpleElementValueGen evg = new SimpleElementValueGen(
                ElementValueGen.PRIMITIVE_INT, cp, 4);
        // Give it a name, call it 'id'
        final ElementValuePairGen nvGen = new ElementValuePairGen(""id"", evg,
                cp);
        // Check it looks right
        assertTrue(
                ""Should include string 'id=4' but says: "" + nvGen.toString(),
                nvGen.toString().contains(""id=4""));
        final ObjectType t = new ObjectType(""SimpleAnnotation"");
        final List<ElementValuePairGen> elements = new ArrayList<>();
        elements.add(nvGen);
        // Build an annotation of type 'SimpleAnnotation' with 'id=4' as the
        // only value :)
        final AnnotationEntryGen a = new AnnotationEntryGen(t, elements, true, cp);
        // Check we can save and load it ok
        checkSerialize(a, cp);
    }"
org.apache.bcel.generic.AnnotationGenTestCase,void testVisibleInvisibleAnnotationGen(),,,"public void testVisibleInvisibleAnnotationGen()
    {
        // Create the containing class
        final ClassGen cg = createClassGen(""HelloWorld"");
        final ConstantPoolGen cp = cg.getConstantPool();
        // Create the simple primitive value '4' of type 'int'
        final SimpleElementValueGen evg = new SimpleElementValueGen(
                ElementValueGen.PRIMITIVE_INT, cp, 4);
        // Give it a name, call it 'id'
        final ElementValuePairGen nvGen = new ElementValuePairGen(""id"", evg,
                cp);
        // Check it looks right
        assertTrue(
                ""Should include string 'id=4' but says: "" + nvGen.toString(),
                nvGen.toString().contains(""id=4""));
        final ObjectType t = new ObjectType(""SimpleAnnotation"");
        final List<ElementValuePairGen> elements = new ArrayList<>();
        elements.add(nvGen);
        // Build a RV annotation of type 'SimpleAnnotation' with 'id=4' as the
        // only value :)
        final AnnotationEntryGen a = new AnnotationEntryGen(t, elements, true, cp);
        final List<AnnotationEntryGen> v = new ArrayList<>();
        v.add(a);
        final Attribute[] attributes = AnnotationEntryGen.getAnnotationAttributes(cp, v.toArray(new AnnotationEntryGen[0]));
        boolean foundRV = false;
        for (final Attribute attribute : attributes) {
            if (attribute instanceof RuntimeVisibleAnnotations)
            {
                assertTrue(((Annotations) attribute).isRuntimeVisible());
                foundRV = true;
            }
        }
        assertTrue(""Should have seen a RuntimeVisibleAnnotation"", foundRV);
        // Build a RIV annotation of type 'SimpleAnnotation' with 'id=4' as the
        // only value :)
        final AnnotationEntryGen a2 = new AnnotationEntryGen(t, elements, false, cp);
        final List<AnnotationEntryGen> v2 = new ArrayList<>();
        v2.add(a2);
        final Attribute[] attributes2 = AnnotationEntryGen.getAnnotationAttributes(cp, v2.toArray(new AnnotationEntryGen[0]));
        boolean foundRIV = false;
        for (final Attribute attribute : attributes2) {
            if (attribute instanceof RuntimeInvisibleAnnotations)
            {
                assertFalse(((Annotations) attribute).isRuntimeVisible());
                foundRIV = true;
            }
        }
        assertTrue(""Should have seen a RuntimeInvisibleAnnotation"", foundRIV);
    }"
org.apache.bcel.generic.AnnotationGenTestCase,"void checkSerialize(final AnnotationEntryGen a, final ConstantPoolGen cpg)",,,"private void checkSerialize(final AnnotationEntryGen a, final ConstantPoolGen cpg)
    {
        try
        {
            final String beforeName = a.getTypeName();
            final ByteArrayOutputStream baos = new ByteArrayOutputStream();
            try (DataOutputStream dos = new DataOutputStream(baos)) {
                a.dump(dos);
                dos.flush();
            }
            final byte[] bs = baos.toByteArray();
            final ByteArrayInputStream bais = new ByteArrayInputStream(bs);
            AnnotationEntryGen annAfter;
            try (DataInputStream dis = new DataInputStream(bais)) {
                annAfter = AnnotationEntryGen.read(dis, cpg, a.isRuntimeVisible());
            }
            final String afterName = annAfter.getTypeName();
            if (!beforeName.equals(afterName))
            {
                fail(""Deserialization failed: before type='"" + beforeName
                        + ""' after type='"" + afterName + ""'"");
            }
            if (a.getValues().size() != annAfter.getValues().size())
            {
                fail(""Different numbers of element name value pairs?? ""
                        + a.getValues().size() + ""!=""
                        + annAfter.getValues().size());
            }
            for (int i = 0; i < a.getValues().size(); i++)
            {
                final ElementValuePairGen beforeElement = a.getValues().get(i);
                final ElementValuePairGen afterElement = annAfter.getValues().get(i);
                if (!beforeElement.getNameString().equals(
                        afterElement.getNameString()))
                {
                    fail(""Different names?? "" + beforeElement.getNameString()
                            + ""!="" + afterElement.getNameString());
                }
            }
        }
        catch (final IOException ioe)
        {
            fail(""Unexpected exception whilst checking serialization: "" + ioe);
        }
    }"
org.apache.bcel.generic.FieldAnnotationsTestCase,void testFieldAnnotationEntrys(),"/**
     * Check field AnnotationEntrys are retrievable.
     */",,"public void testFieldAnnotationEntrys() throws ClassNotFoundException
    {
        final JavaClass clazz = getTestClass(PACKAGE_BASE_NAME+"".data.AnnotatedFields"");
        // TODO L...;?
        checkAnnotatedField(clazz, ""i"", ""L""+PACKAGE_BASE_SIG+""/data/SimpleAnnotation;"", ""id"", ""1"");
        checkAnnotatedField(clazz, ""s"", ""L""+PACKAGE_BASE_SIG+""/data/SimpleAnnotation;"", ""id"", ""2"");
    }"
org.apache.bcel.generic.FieldAnnotationsTestCase,void testFieldAnnotationEntrysReadWrite(),"/**
     * Check field AnnotationEntrys (de)serialize ok.
     */",,"public void testFieldAnnotationEntrysReadWrite() throws ClassNotFoundException,
            IOException
    {
        final JavaClass clazz = getTestClass(PACKAGE_BASE_NAME+"".data.AnnotatedFields"");
        checkAnnotatedField(clazz, ""i"", ""L""+PACKAGE_BASE_SIG+""/data/SimpleAnnotation;"", ""id"", ""1"");
        checkAnnotatedField(clazz, ""s"", ""L""+PACKAGE_BASE_SIG+""/data/SimpleAnnotation;"", ""id"", ""2"");
        // Write it out
        final File tfile = createTestdataFile(""AnnotatedFields.class"");
        clazz.dump(tfile);
        final SyntheticRepository repos2 = createRepos(""."");
        repos2.loadClass(""AnnotatedFields"");
        checkAnnotatedField(clazz, ""i"", ""L""+PACKAGE_BASE_SIG+""/data/SimpleAnnotation;"", ""id"", ""1"");
        checkAnnotatedField(clazz, ""s"", ""L""+PACKAGE_BASE_SIG+""/data/SimpleAnnotation;"", ""id"", ""2"");
        assertTrue(tfile.delete());
    }"
org.apache.bcel.generic.FieldAnnotationsTestCase,void testFieldAnnotationModification(),"/**
     * Check we can load in a class, modify its field AnnotationEntrys, save it,
     * reload it and everything is correct.
     */",,"public void testFieldAnnotationModification()
            throws ClassNotFoundException
    {
        final boolean dbg = false;
        final JavaClass clazz = getTestClass(PACKAGE_BASE_NAME+"".data.AnnotatedFields"");
        final ClassGen clg = new ClassGen(clazz);
        Field f = clg.getFields()[0];
        if (dbg) {
            System.err.println(""Field in freshly constructed class is: "" + f);
        }
        if (dbg) {
            System.err.println(""AnnotationEntrys on field are: ""
                    + dumpAnnotationEntries(f.getAnnotationEntries()));
        }
        final AnnotationEntryGen fruitBasedAnnotationEntry = createFruitAnnotationEntry(clg
                .getConstantPool(), ""Tomato"", false);
        final FieldGen fg = new FieldGen(f, clg.getConstantPool());
        if (dbg) {
            System.err.println(""Adding AnnotationEntry to the field"");
        }
        fg.addAnnotationEntry(fruitBasedAnnotationEntry);
        if (dbg) {
            System.err.println(""FieldGen (mutable field) is "" + fg);
        }
        if (dbg) {
            System.err.println(""with AnnotationEntrys: ""
                    + dumpAnnotationEntries(fg.getAnnotationEntries()));
        }
        if (dbg) {
            System.err
                    .println(""Replacing original field with new field that has extra AnnotationEntry"");
        }
        clg.removeField(f);
        clg.addField(fg.getField());
        f = clg.getFields()[1]; // there are two fields in the class, removing
                                // and readding has changed the order
        // so this time index [1] is the 'int i' field
        if (dbg) {
            System.err.println(""Field now looks like this: "" + f);
        }
        if (dbg) {
            System.err.println(""With AnnotationEntrys: ""
                    + dumpAnnotationEntries(f.getAnnotationEntries()));
        }
        assertTrue(""Should be 2 AnnotationEntrys on this field, but there are ""
                + f.getAnnotationEntries().length, f.getAnnotationEntries().length == 2);
    }"
org.apache.bcel.generic.FieldAnnotationsTestCase,"void checkAnnotatedField(final JavaClass clazz, final String fieldname,
            final String AnnotationEntryName, final String AnnotationEntryElementName,
            final String AnnotationEntryElementValue)",,,"public void checkAnnotatedField(final JavaClass clazz, final String fieldname,
            final String AnnotationEntryName, final String AnnotationEntryElementName,
            final String AnnotationEntryElementValue)
    {
        final Field[] fields = clazz.getFields();
        for (final Field f : fields) {
            final AnnotationEntry[] fieldAnnotationEntrys = f.getAnnotationEntries();
            if (f.getName().equals(fieldname))
            {
                checkAnnotationEntry(fieldAnnotationEntrys[0], AnnotationEntryName,
                        AnnotationEntryElementName, AnnotationEntryElementValue);
            }
        }
    }"
org.apache.bcel.generic.FieldAnnotationsTestCase,"void checkAnnotationEntry(final AnnotationEntry a, final String name, final String elementname,
            final String elementvalue)",,,"private void checkAnnotationEntry(final AnnotationEntry a, final String name, final String elementname,
            final String elementvalue)
    {
        assertTrue(""Expected AnnotationEntry to have name "" + name
                + "" but it had name "" + a.getAnnotationType(), a.getAnnotationType()
                .equals(name));
        assertTrue(""Expected AnnotationEntry to have one element but it had ""
                + a.getElementValuePairs().length, a.getElementValuePairs().length == 1);
        final ElementValuePair envp = a.getElementValuePairs()[0];
        assertTrue(""Expected element name "" + elementname + "" but was ""
                + envp.getNameString(), elementname
                .equals(envp.getNameString()));
        assertTrue(""Expected element value "" + elementvalue + "" but was ""
                + envp.getValue().stringifyValue(), elementvalue.equals(envp
                .getValue().stringifyValue()));
    }"
org.apache.bcel.generic.FieldAnnotationsTestCase,"void checkValue(final AnnotationEntry a, final String name, final String tostring)",,,"public void checkValue(final AnnotationEntry a, final String name, final String tostring)
    {
        for (int i = 0; i < a.getElementValuePairs().length; i++)
        {
            final ElementValuePair element = a.getElementValuePairs()[i];
            if (element.getNameString().equals(name))
            {
                if (!element.getValue().stringifyValue().equals(tostring))
                {
                    fail(""Expected element "" + name + "" to have value ""
                            + tostring + "" but it had value ""
                            + element.getValue().stringifyValue());
                }
                return;
            }
        }
        fail(""Didnt find named element "" + name);
    }"
org.apache.bcel.generic.BranchHandleTestCase,void testsetInstructionNull(),,@Test(expected=ClassGenException.class),"@Test(expected=ClassGenException.class)
    public void testsetInstructionNull() {
        final BranchHandle bh = BranchHandle.getBranchHandle(new GOTO(null));// have to start with a valid BI
        Assert.assertNotNull(bh);
        bh.setInstruction(null);
        Assert.assertNotNull(bh);
    }"
org.apache.bcel.generic.BranchHandleTestCase,void testsetInstructionBI(),,,"@Test
    public void testsetInstructionBI() {
        final BranchHandle bh = BranchHandle.getBranchHandle(new GOTO(null));// have to start with a valid BI
        Assert.assertNotNull(bh);
        bh.setInstruction(new GOTO(null));
        Assert.assertNotNull(bh);
    }"
org.apache.bcel.generic.BranchHandleTestCase,void testsetInstructionnotBI(),,@Test(expected=ClassGenException.class),"@Test(expected=ClassGenException.class)
    public void testsetInstructionnotBI() {
        final BranchHandle bh = BranchHandle.getBranchHandle(new GOTO(null));// have to start with a valid BI
        Assert.assertNotNull(bh);
        bh.setInstruction(new NOP());
        Assert.assertNotNull(bh);
    }"
org.apache.bcel.generic.BranchHandleTestCase,void testGetBHnull(),,@Test(expected=ClassGenException.class),"@Test(expected=ClassGenException.class)
    public void testGetBHnull() {
        BranchHandle.getBranchHandle(null);
    }"
org.apache.bcel.generic.MethodGenTestCase.Foo,void bar(),,,"public void bar() {
            @SuppressWarnings(""unused"")
            final
            int a = 1;
        }"
org.apache.bcel.generic.MethodGenTestCase,"getMethod(final Class<?> cls, final String name)",,,"private MethodGen getMethod(final Class<?> cls, final String name) throws ClassNotFoundException {
        final JavaClass jc = Repository.lookupClass(cls);
        final ConstantPoolGen cp = new ConstantPoolGen(jc.getConstantPool());
        for (final Method method : jc.getMethods()) {
            if (method.getName().equals(name)) {
                return new MethodGen(method, jc.getClassName(), cp);
            }
        }

        Assert.fail(""Method "" + name + "" not found in class "" + cls);
        return null;
    }"
org.apache.bcel.generic.MethodGenTestCase,void testAnnotationsAreUnpacked(),,,"@Test
    public void testAnnotationsAreUnpacked() throws Exception {
        final JavaClass jc = Repository.lookupClass(Bar.Inner.class);
        final ClassGen cg = new ClassGen(jc);
        final MethodGen mg = new MethodGen(cg.getMethodAt(0), cg.getClassName(), cg.getConstantPool());
        final List<AnnotationEntryGen> firstParamAnnotations = mg.getAnnotationsOnParameter(0);
        Assert.assertEquals(""Wrong number of annotations in the first parameter"", 1, firstParamAnnotations.size());
        final List<AnnotationEntryGen> secondParamAnnotations = mg.getAnnotationsOnParameter(1);
        Assert.assertEquals(""Wrong number of annotations in the second parameter"", 1, secondParamAnnotations.size());
    }"
org.apache.bcel.generic.MethodGenTestCase,void testRemoveLocalVariable(),,,"@Test
    public void testRemoveLocalVariable() throws Exception {
        final MethodGen mg = getMethod(Foo.class, ""bar"");

        final LocalVariableGen lv = mg.getLocalVariables()[1];
        Assert.assertEquals(""variable name"", ""a"", lv.getName());
        final InstructionHandle start = lv.getStart();
        final InstructionHandle end = lv.getEnd();
        Assert.assertNotNull(""scope start"", start);
        Assert.assertNotNull(""scope end"", end);
        Assert.assertTrue(""scope start not targeted by the local variable"", Arrays.asList(start.getTargeters()).contains(lv));
        Assert.assertTrue(""scope end not targeted by the local variable"", Arrays.asList(end.getTargeters()).contains(lv));

        // now let's remove the local variable
        mg.removeLocalVariable(lv);

        Assert.assertFalse(""scope start still targeted by the removed variable"", Arrays.asList(start.getTargeters()).contains(lv));
        Assert.assertFalse(""scope end still targeted by the removed variable"", Arrays.asList(end.getTargeters()).contains(lv));
        Assert.assertNull(""scope start"", lv.getStart());
        Assert.assertNull(""scope end"", lv.getEnd());
    }"
org.apache.bcel.generic.MethodGenTestCase,void testRemoveLocalVariables(),,,"@Test
    public void testRemoveLocalVariables() throws Exception {
        final MethodGen mg = getMethod(Foo.class, ""bar"");

        final LocalVariableGen lv = mg.getLocalVariables()[1];
        Assert.assertEquals(""variable name"", ""a"", lv.getName());
        final InstructionHandle start = lv.getStart();
        final InstructionHandle end = lv.getEnd();
        Assert.assertNotNull(""scope start"", start);
        Assert.assertNotNull(""scope end"", end);
        Assert.assertTrue(""scope start not targeted by the local variable"", Arrays.asList(start.getTargeters()).contains(lv));
        Assert.assertTrue(""scope end not targeted by the local variable"", Arrays.asList(end.getTargeters()).contains(lv));

        // now let's remove the local variables
        mg.removeLocalVariables();

        Assert.assertFalse(""scope start still targeted by the removed variable"", Arrays.asList(start.getTargeters()).contains(lv));
        Assert.assertFalse(""scope end still targeted by the removed variable"", Arrays.asList(end.getTargeters()).contains(lv));
        Assert.assertNull(""scope start"", lv.getStart());
        Assert.assertNull(""scope end"", lv.getEnd());
    }"
org.apache.bcel.generic.MethodGenTestCase,void testInvalidNullMethodBody_MailDateFormat(),,@Test(expected = IllegalStateException.class),"@Test(expected = IllegalStateException.class)
    public void testInvalidNullMethodBody_MailDateFormat() throws Exception {
        testInvalidNullMethodBody(""javax.mail.internet.MailDateFormat"");
    }"
org.apache.bcel.generic.MethodGenTestCase,void testInvalidNullMethodBody_EmptyStaticInit(),,,"@Test
    public void testInvalidNullMethodBody_EmptyStaticInit() throws Exception {
        testInvalidNullMethodBody(""org.apache.bcel.generic.EmptyStaticInit"");
    }"
org.apache.bcel.generic.MethodGenTestCase,void testInvalidNullMethodBody(final String className),,,"private void testInvalidNullMethodBody(final String className) throws ClassNotFoundException {
        final JavaClass jc = Repository.lookupClass(className);
        final ClassGen classGen = new ClassGen(jc);
        for (final Method method : jc.getMethods()) {
            new MethodGen(method, jc.getClassName(), classGen.getConstantPool());
        }
    }"
org.apache.bcel.generic.JdkGenericDumpTestCase.ClassParserFilesVisitor,void find(final Path path),,,"private void find(final Path path) throws IOException {
            final Path name = path.getFileName();
            if (name != null && matcher.matches(name)) {
                try (final InputStream inputStream = Files.newInputStream(path)) {
                    final ClassParser classParser = new ClassParser(inputStream, name.toAbsolutePath().toString());
                    final JavaClass javaClass = classParser.parse();
                    Assert.assertNotNull(javaClass);
                }

            }
        }"
org.apache.bcel.generic.JdkGenericDumpTestCase.ClassParserFilesVisitor,"preVisitDirectory(final Path dir, final BasicFileAttributes attrs)",,,"@Override
        public FileVisitResult preVisitDirectory(final Path dir, final BasicFileAttributes attrs) throws IOException {
            find(dir);
            return FileVisitResult.CONTINUE;
        }"
org.apache.bcel.generic.JdkGenericDumpTestCase.ClassParserFilesVisitor,"visitFile(final Path file, final BasicFileAttributes attrs)",,,"@Override
        public FileVisitResult visitFile(final Path file, final BasicFileAttributes attrs) throws IOException {
            find(file);
            return FileVisitResult.CONTINUE;
        }"
org.apache.bcel.generic.JdkGenericDumpTestCase.ClassParserFilesVisitor,"visitFileFailed(final Path file, final IOException e)",,,"@Override
        public FileVisitResult visitFileFailed(final Path file, final IOException e) {
            System.err.println(e);
            return FileVisitResult.CONTINUE;
        }"
org.apache.bcel.generic.JdkGenericDumpTestCase,"void addAllJavaHomesOnWindows(final String keyJre, final Set<String> javaHomes)",,,"private static void addAllJavaHomesOnWindows(final String keyJre, final Set<String> javaHomes) {
        if (Advapi32Util.registryKeyExists(HKEY_LOCAL_MACHINE, keyJre)) {
            javaHomes.addAll(findJavaHomesOnWindows(keyJre, Advapi32Util.registryGetKeys(HKEY_LOCAL_MACHINE, keyJre)));
        }
    }"
org.apache.bcel.generic.JdkGenericDumpTestCase,bytesToHex(final byte[] bytes),,,"private static String bytesToHex(final byte[] bytes) {
        final char[] hexChars = new char[bytes.length * 3];
        int i = 0;
        for (final byte b : bytes) {
            final int v = b & 0xFF;
            hexChars[i++] = hexArray[v >>> 4];
            hexChars[i++] = hexArray[v & 0x0F];
            hexChars[i++] = ' ';
        }
        return new String(hexChars);
    }"
org.apache.bcel.generic.JdkGenericDumpTestCase,data(),,"@Parameters(name = ""{0}"")","@Parameters(name = ""{0}"")
    public static Collection<String> data() {
        return findJavaHomes();
    }"
org.apache.bcel.generic.JdkGenericDumpTestCase,findJavaHomes(),,,"private static Set<String> findJavaHomes() {
        if (SystemUtils.IS_OS_WINDOWS) {
            return findJavaHomesOnWindows();
        }
        final Set<String> javaHomes = new HashSet<>(1);
        javaHomes.add(SystemUtils.JAVA_HOME);
        return javaHomes;
    }"
org.apache.bcel.generic.JdkGenericDumpTestCase,findJavaHomesOnWindows(),,,"private static Set<String> findJavaHomesOnWindows() {
        final Set<String> javaHomes = new HashSet<>();
        addAllJavaHomesOnWindows(KEY_JRE, javaHomes);
        addAllJavaHomesOnWindows(KEY_JRE_9, javaHomes);
        addAllJavaHomesOnWindows(KEY_JDK, javaHomes);
        addAllJavaHomesOnWindows(KEY_JDK_9, javaHomes);
        addAllJavaHomesFromKey(EXTRA_JAVA_HOMES, javaHomes);
        return javaHomes;
    }"
org.apache.bcel.generic.JdkGenericDumpTestCase,"void addAllJavaHomesFromKey(final String extraJavaHomesKey, final Set<String> javaHomes)",,,"private static void addAllJavaHomesFromKey(final String extraJavaHomesKey, final Set<String> javaHomes) {
        addAllJavaHomesFromPath(javaHomes, System.getProperty(extraJavaHomesKey));
        addAllJavaHomesFromPath(javaHomes, System.getenv(extraJavaHomesKey));
    }"
org.apache.bcel.generic.JdkGenericDumpTestCase,"void addAllJavaHomesFromPath(final Set<String> javaHomes, final String path)",,,"private static void addAllJavaHomesFromPath(final Set<String> javaHomes, final String path) {
        if (StringUtils.isEmpty(path)) {
            return;
        }
        final String[] paths = path.split(File.pathSeparator);
        javaHomes.addAll(Arrays.asList(paths));
    }"
org.apache.bcel.generic.JdkGenericDumpTestCase,"findJavaHomesOnWindows(final String keyJavaHome, final String[] keys)",,,"private static Set<String> findJavaHomesOnWindows(final String keyJavaHome, final String[] keys) {
        final Set<String> javaHomes = new HashSet<>(keys.length);
        for (final String key : keys) {
            if (Advapi32Util.registryKeyExists(HKEY_LOCAL_MACHINE, keyJavaHome + ""\\"" + key)) {
                final String javaHome = Advapi32Util.registryGetStringValue(HKEY_LOCAL_MACHINE,
                    keyJavaHome + ""\\"" + key, ""JavaHome"");
                if (StringUtils.isNoneBlank(javaHome)) {
                    if (new File(javaHome).exists()) {
                        javaHomes.add(javaHome);
                    }
                }
            }
        }
        return javaHomes;
    }"
org.apache.bcel.generic.JdkGenericDumpTestCase,"void compare(final String name, final Method method)",,,"private void compare(final String name, final Method method) {
        // System.out.println(""Method: "" + m);
        final Code code = method.getCode();
        if (code == null) {
            return; // e.g. abstract method
        }
        final byte[] src = code.getCode();
        final InstructionList instructionList = new InstructionList(src);
        final byte[] out = instructionList.getByteCode();
        if (src.length == out.length) {
            assertArrayEquals(name + "": "" + method.toString(), src, out);
        } else {
            System.out.println(name + "": "" + method.toString() + "" "" + src.length + "" "" + out.length);
            System.out.println(bytesToHex(src));
            System.out.println(bytesToHex(out));
            for (final InstructionHandle instructionHandle : instructionList) {
                System.out.println(instructionHandle.toString(false));
            }
            fail(""Array comparison failure"");
        }
    }"
org.apache.bcel.generic.JdkGenericDumpTestCase,listJdkJars(),,,"private File[] listJdkJars() throws Exception {
        final File javaLib = new File(javaHome, ""lib"");
        return javaLib.listFiles((FileFilter) file -> file.getName().endsWith("".jar""));
    }"
org.apache.bcel.generic.JdkGenericDumpTestCase,listJdkModules(),,,"private File[] listJdkModules() throws Exception {
        final File javaLib = new File(javaHome, ""jmods"");
        return javaLib.listFiles((FileFilter) file -> file.getName().endsWith("".jmod""));
    }"
org.apache.bcel.generic.JdkGenericDumpTestCase,void testJar(final File file),,,"private void testJar(final File file) throws Exception {
        System.out.println(file);
        try (JarFile jar = new JarFile(file)) {
            final Enumeration<JarEntry> en = jar.entries();
            while (en.hasMoreElements()) {
                final JarEntry jarEntry = en.nextElement();
                final String name = jarEntry.getName();
                if (name.endsWith("".class"")) {
                    // System.out.println(""- "" + name);
                    try (InputStream inputStream = jar.getInputStream(jarEntry)) {
                        final ClassParser classParser = new ClassParser(inputStream, name);
                        final JavaClass javaClass = classParser.parse();
                        for (final Method method : javaClass.getMethods()) {
                            compare(name, method);
                        }
                    }
                }
            }
        }
    }"
org.apache.bcel.generic.JdkGenericDumpTestCase,void testJdkJars(),,,"@Test
    public void testJdkJars() throws Exception {
        final File[] jars = listJdkJars();
        if (jars != null) {
            for (final File file : jars) {
                testJar(file);
            }
        }
    }"
org.apache.bcel.generic.JdkGenericDumpTestCase,void testJdkModules(),,,"@Test
    public void testJdkModules() throws Exception {
        final File[] jmods = listJdkModules();
        if (jmods != null) {
            for (final File file : jmods) {
                testJar(file);
            }
        }
    }"
org.apache.bcel.generic.JdkGenericDumpTestCase,void testJreModules(),,,"@Test
    public void testJreModules() throws Exception {
        Assume.assumeTrue(SystemUtils.isJavaVersionAtLeast(JavaVersion.JAVA_9));
        try (final ModularRuntimeImage mri = new ModularRuntimeImage(javaHome)) {
            final List<Path> modules = mri.modules();
            Assert.assertFalse(modules.isEmpty());
            for (final Path path : modules) {
                Files.walkFileTree(path, new ClassParserFilesVisitor(""*.class""));
            }
        }
    }"
org.apache.bcel.data.AnnotatedWithCombinedAnnotation,void methodWithArrayOfZeroAnnotations(),,@CombinedAnnotation( {}),"@CombinedAnnotation( {})
    public void methodWithArrayOfZeroAnnotations() {
    }"
org.apache.bcel.data.AnnotatedWithCombinedAnnotation,void methodWithArrayOfTwoAnnotations(),,"@CombinedAnnotation( { @SimpleAnnotation(id=1, fruit=""apples""), @SimpleAnnotation(id= 2, fruit=""oranges"")})","@CombinedAnnotation( { @SimpleAnnotation(id=1, fruit=""apples""), @SimpleAnnotation(id= 2, fruit=""oranges"")})
    public void methodWithArrayOfTwoAnnotations() {
    }"
org.apache.bcel.data.AnonymousClassTest,void foo(),,,"public void foo()
    {
        new Runnable()
        {
            @Override
            public void run()
            {
            }
        }.run();
    }"
org.apache.bcel.data.AnonymousClassTest,void run(),,,"@Override
            public void run()
            {
            }"
org.apache.bcel.data.AttributeTestClassEM01,void main(final String[] argv),,,"public static void main(final String[] argv)
    {
        @SuppressWarnings(""unused"")
        class S
        {
            public void sayhello()
            {
                System.err.println(""hello"");
            }
        }
    }"
org.apache.bcel.data.AttributeTestClassEM01.S,void sayhello(),,,"public void sayhello()
            {
                System.err.println(""hello"");
            }"
org.apache.bcel.data.SimpleClassHasMethodIncludeGenericArgument,"void a(final String a1, final List<String> a2)",,,"public static void a(final String a1, final List<String> a2) {
    }"
org.apache.bcel.data.SimpleClassHasMethodIncludeGenericArgument,"void b(final String b1, final List b2)",,,"public static void b(final String b1, final List b2) {
    }"
org.apache.bcel.data.SimpleClassHasMethodIncludeGenericArgument,"void c(final String c1, final String c2)",,,"public static void c(final String c1, final String c2) {
    }"
org.apache.bcel.data.SimpleClassHasMethodIncludeGenericArgument,"void d(final List<String> d1, final String d2)",,,"public static void d(final List<String> d1, final String d2) {
    }"
org.apache.bcel.data.PLSETestClass,void meth1(final int arg1),,,"public void meth1(final int arg1)
    {
        @SuppressWarnings(""unused"")
        final
        int local1 = arg1;
    }"
org.apache.bcel.data.PLSETestClass,"void meth2(final int arg1, final ArrayList<String> arg2, final int arg3)",,,"public void meth2(final int arg1, final ArrayList<String> arg2, final int arg3)
    {
        @SuppressWarnings(""unused"")
        final
        int local1 = arg1;
    }"
org.apache.bcel.data.SimpleClass,void main(final String[] argv),,,"public static void main(final String[] argv)
    {
        // Nothing unusual in this class
    }"
org.apache.bcel.data.AttributeTestClassEM02,void run(),,,"@Override
        public void run()
        {
            System.err.println(""hello"");
        }"
org.apache.bcel.data.AttributeTestClassEM02,void main(final String[] argv),,,"public static void main(final String[] argv)
    {
    }"
org.apache.bcel.data.PLSETestClass2,void main(final String args[]),,,"public static void main(final String args[]) {
        int t = 0;

        for (int i = 0; i < 100; i++) {
            t += i;
        }
    }"
org.apache.bcel.visitors.CounterVisitor,void visitAnnotation(final Annotations obj),,,"@Override
    public void visitAnnotation(final Annotations obj)
    {
        annotationCount++;
    }"
org.apache.bcel.visitors.CounterVisitor,void visitAnnotationDefault(final AnnotationDefault obj),,,"@Override
    public void visitAnnotationDefault(final AnnotationDefault obj)
    {
        annotationDefaultCount++;
    }"
org.apache.bcel.visitors.CounterVisitor,void visitAnnotationEntry(final AnnotationEntry obj),,,"@Override
    public void visitAnnotationEntry(final AnnotationEntry obj)
    {
        annotationEntryCount++;
    }"
org.apache.bcel.visitors.CounterVisitor,void visitCode(final Code obj),,,"@Override
    public void visitCode(final Code obj)
    {
        codeCount++;
    }"
org.apache.bcel.visitors.CounterVisitor,void visitCodeException(final CodeException obj),,,"@Override
    public void visitCodeException(final CodeException obj)
    {
        codeExceptionCount++;
    }"
org.apache.bcel.visitors.CounterVisitor,void visitConstantClass(final ConstantClass obj),,,"@Override
    public void visitConstantClass(final ConstantClass obj)
    {
        constantClassCount++;
    }"
