classname,method,docstring,method_definition
org.apache.bcel.classfile.JavaClass,getMinor(),"/**
     * @return Minor number of class file version.
     */","public int getMinor() {
        return minor;
    }"
org.apache.bcel.classfile.JavaClass,getSourceFileName(),"/**
     * @return sbsolute path to file where this class was read from
     */","public String getSourceFileName() {
        return sourceFileName;
    }"
org.apache.bcel.classfile.JavaClass,getSuperclassName(),"/**
     * returns the super class name of this class. In the case that this class is
     * java.lang.Object, it will return itself (java.lang.Object). This is probably incorrect
     * but isn't fixed at this time to not break existing clients.
     *
     * @return Superclass name.
     */","public String getSuperclassName() {
        return superclassName;
    }"
org.apache.bcel.classfile.JavaClass,getSuperclassNameIndex(),"/**
     * @return Class name index.
     */","public int getSuperclassNameIndex() {
        return superclassNameIndex;
    }"
org.apache.bcel.classfile.JavaClass,void setAttributes( final Attribute[] attributes ),"/**
     * @param attributes .
     */","public void setAttributes( final Attribute[] attributes ) {
        this.attributes = attributes;
    }"
org.apache.bcel.classfile.JavaClass,void setClassName( final String className ),"/**
     * @param className .
     */","public void setClassName( final String className ) {
        this.className = className;
    }"
org.apache.bcel.classfile.JavaClass,void setClassNameIndex( final int classNameIndex ),"/**
     * @param classNameIndex .
     */","public void setClassNameIndex( final int classNameIndex ) {
        this.classNameIndex = classNameIndex;
    }"
org.apache.bcel.classfile.JavaClass,void setConstantPool( final ConstantPool constantPool ),"/**
     * @param constantPool .
     */","public void setConstantPool( final ConstantPool constantPool ) {
        this.constantPool = constantPool;
    }"
org.apache.bcel.classfile.JavaClass,void setFields( final Field[] fields ),"/**
     * @param fields .
     */","public void setFields( final Field[] fields ) {
        this.fields = fields;
    }"
org.apache.bcel.classfile.JavaClass,void setFileName( final String fileName ),"/**
     * Set File name of class, aka SourceFile attribute value
     */","public void setFileName( final String fileName ) {
        this.fileName = fileName;
    }"
org.apache.bcel.classfile.JavaClass,void setInterfaceNames( final String[] interfaceNames ),"/**
     * @param interfaceNames .
     */","public void setInterfaceNames( final String[] interfaceNames ) {
        this.interfaceNames = interfaceNames;
    }"
org.apache.bcel.classfile.JavaClass,void setInterfaces( final int[] interfaces ),"/**
     * @param interfaces .
     */","public void setInterfaces( final int[] interfaces ) {
        this.interfaces = interfaces;
    }"
org.apache.bcel.classfile.JavaClass,void setMajor( final int major ),"/**
     * @param major .
     */","public void setMajor( final int major ) {
        this.major = major;
    }"
org.apache.bcel.classfile.JavaClass,void setMethods( final Method[] methods ),"/**
     * @param methods .
     */","public void setMethods( final Method[] methods ) {
        this.methods = methods;
    }"
org.apache.bcel.classfile.JavaClass,void setMinor( final int minor ),"/**
     * @param minor .
     */","public void setMinor( final int minor ) {
        this.minor = minor;
    }"
org.apache.bcel.classfile.JavaClass,void setSourceFileName( final String sourceFileName ),"/**
     * Set absolute path to file this class was read from.
     */","public void setSourceFileName( final String sourceFileName ) {
        this.sourceFileName = sourceFileName;
    }"
org.apache.bcel.classfile.JavaClass,void setSuperclassName( final String superclassName ),"/**
     * @param superclassName .
     */","public void setSuperclassName( final String superclassName ) {
        this.superclassName = superclassName;
    }"
org.apache.bcel.classfile.JavaClass,void setSuperclassNameIndex( final int superclassNameIndex ),"/**
     * @param superclassNameIndex .
     */","public void setSuperclassNameIndex( final int superclassNameIndex ) {
        this.superclassNameIndex = superclassNameIndex;
    }"
org.apache.bcel.classfile.JavaClass,toString(),"/**
     * @return String representing class contents.
     */","@Override
    public String toString() {
        String access = Utility.accessToString(super.getAccessFlags(), true);
        access = access.isEmpty() ? """" : (access + "" "");
        final StringBuilder buf = new StringBuilder(128);
        buf.append(access).append(Utility.classOrInterface(super.getAccessFlags())).append("" "").append(
                className).append("" extends "").append(
                Utility.compactClassName(superclassName, false)).append('\n');
        final int size = interfaces.length;
        if (size > 0) {
            buf.append(""implements\t\t"");
            for (int i = 0; i < size; i++) {
                buf.append(interfaceNames[i]);
                if (i < size - 1) {
                    buf.append("", "");
                }
            }
            buf.append('\n');
        }
        buf.append(""file name\t\t"").append(fileName).append('\n');
        buf.append(""compiled from\t\t"").append(sourceFileName).append('\n');
        buf.append(""compiler version\t"").append(major).append(""."").append(minor).append('\n');
        buf.append(""access flags\t\t"").append(super.getAccessFlags()).append('\n');
        buf.append(""constant pool\t\t"").append(constantPool.getLength()).append("" entries\n"");
        buf.append(""ACC_SUPER flag\t\t"").append(isSuper()).append(""\n"");
        if (attributes.length > 0) {
            buf.append(""\nAttribute(s):\n"");
            for (final Attribute attribute : attributes) {
                buf.append(indent(attribute));
            }
        }
        final AnnotationEntry[] annotations = getAnnotationEntries();
        if (annotations!=null && annotations.length>0) {
            buf.append(""\nAnnotation(s):\n"");
            for (final AnnotationEntry annotation : annotations) {
                buf.append(indent(annotation));
            }
        }
        if (fields.length > 0) {
            buf.append(""\n"").append(fields.length).append("" fields:\n"");
            for (final Field field : fields) {
                buf.append(""\t"").append(field).append('\n');
            }
        }
        if (methods.length > 0) {
            buf.append(""\n"").append(methods.length).append("" methods:\n"");
            for (final Method method : methods) {
                buf.append(""\t"").append(method).append('\n');
            }
        }
        return buf.toString();
    }"
org.apache.bcel.classfile.JavaClass,indent( final Object obj ),,"private static String indent( final Object obj ) {
        final StringTokenizer tok = new StringTokenizer(obj.toString(), ""\n"");
        final StringBuilder buf = new StringBuilder();
        while (tok.hasMoreTokens()) {
            buf.append(""\t"").append(tok.nextToken()).append(""\n"");
        }
        return buf.toString();
    }"
org.apache.bcel.classfile.JavaClass,copy(),"/**
     * @return deep copy of this class
     */","public JavaClass copy() {
        JavaClass c = null;
        try {
            c = (JavaClass) clone();
            c.constantPool = constantPool.copy();
            c.interfaces = interfaces.clone();
            c.interfaceNames = interfaceNames.clone();
            c.fields = new Field[fields.length];
            for (int i = 0; i < fields.length; i++) {
                c.fields[i] = fields[i].copy(c.constantPool);
            }
            c.methods = new Method[methods.length];
            for (int i = 0; i < methods.length; i++) {
                c.methods[i] = methods[i].copy(c.constantPool);
            }
            c.attributes = new Attribute[attributes.length];
            for (int i = 0; i < attributes.length; i++) {
                c.attributes[i] = attributes[i].copy(c.constantPool);
            }
        } catch (final CloneNotSupportedException e) {
            // TODO should this throw?
        }
        return c;
    }"
org.apache.bcel.classfile.JavaClass,isSuper(),,"public final boolean isSuper() {
        return (super.getAccessFlags() & Const.ACC_SUPER) != 0;
    }"
org.apache.bcel.classfile.JavaClass,isClass(),,"public final boolean isClass() {
        return (super.getAccessFlags() & Const.ACC_INTERFACE) == 0;
    }"
org.apache.bcel.classfile.JavaClass,isAnonymous(),"/**
     * @since 6.0
     */","public final boolean isAnonymous() {
        computeNestedTypeStatus();
        return this.isAnonymous;
    }"
org.apache.bcel.classfile.JavaClass,isNested(),"/**
     * @since 6.0
     */","public final boolean isNested() {
        computeNestedTypeStatus();
        return this.isNested;
    }"
org.apache.bcel.classfile.JavaClass,void computeNestedTypeStatus(),,"private void computeNestedTypeStatus() {
        if (computedNestedTypeStatus) {
            return;
        }
        for (final Attribute attribute : this.attributes) {
              if (attribute instanceof InnerClasses) {
                  final InnerClass[] innerClasses = ((InnerClasses) attribute).getInnerClasses();
                  for (final InnerClass innerClasse : innerClasses) {
                      boolean innerClassAttributeRefersToMe = false;
                      String inner_class_name = constantPool.getConstantString(innerClasse.getInnerClassIndex(),
                                 Const.CONSTANT_Class);
                      inner_class_name = Utility.compactClassName(inner_class_name, false);
                      if (inner_class_name.equals(getClassName())) {
                          innerClassAttributeRefersToMe = true;
                      }
                      if (innerClassAttributeRefersToMe) {
                          this.isNested = true;
                          if (innerClasse.getInnerNameIndex() == 0) {
                              this.isAnonymous = true;
                          }
                      }
                  }
              }
        }
        this.computedNestedTypeStatus = true;
    }"
org.apache.bcel.classfile.JavaClass,getSource(),"/** @return returns either HEAP (generated), FILE, or ZIP
     */","public final byte getSource() {
        return source;
    }"
org.apache.bcel.classfile.JavaClass,getRepository(),"/**
     * Gets the ClassRepository which holds its definition. By default
     * this is the same as SyntheticRepository.getInstance();
     */","public org.apache.bcel.util.Repository getRepository() {
        return repository;
    }"
org.apache.bcel.classfile.JavaClass,void setRepository( final org.apache.bcel.util.Repository repository ),"/**
     * Sets the ClassRepository which loaded the JavaClass.
     * Should be called immediately after parsing is done.
     */","public void setRepository( final org.apache.bcel.util.Repository repository ) { // TODO make protected?
        this.repository = repository;
    }"
org.apache.bcel.classfile.JavaClass,instanceOf( final JavaClass super_class ),"/** Equivalent to runtime ""instanceof"" operator.
     *
     * @return true if this JavaClass is derived from the super class
     * @throws ClassNotFoundException if superclasses or superinterfaces
     *   of this object can't be found
     */","public final boolean instanceOf( final JavaClass super_class ) throws ClassNotFoundException {
        if (this.equals(super_class)) {
            return true;
        }
        final JavaClass[] super_classes = getSuperClasses();
        for (final JavaClass super_classe : super_classes) {
            if (super_classe.equals(super_class)) {
                return true;
            }
        }
        if (super_class.isInterface()) {
            return implementationOf(super_class);
        }
        return false;
    }"
org.apache.bcel.classfile.JavaClass,implementationOf( final JavaClass inter ),"/**
     * @return true, if this class is an implementation of interface inter
     * @throws ClassNotFoundException if superclasses or superinterfaces
     *   of this class can't be found
     */","public boolean implementationOf( final JavaClass inter ) throws ClassNotFoundException {
        if (!inter.isInterface()) {
            throw new IllegalArgumentException(inter.getClassName() + "" is no interface"");
        }
        if (this.equals(inter)) {
            return true;
        }
        final JavaClass[] super_interfaces = getAllInterfaces();
        for (final JavaClass super_interface : super_interfaces) {
            if (super_interface.equals(inter)) {
                return true;
            }
        }
        return false;
    }"
org.apache.bcel.classfile.JavaClass,getSuperClass(),"/**
     * @return the superclass for this JavaClass object, or null if this
     * is java.lang.Object
     * @throws ClassNotFoundException if the superclass can't be found
     */","public JavaClass getSuperClass() throws ClassNotFoundException {
        if (""java.lang.Object"".equals(getClassName())) {
            return null;
        }
        return repository.loadClass(getSuperclassName());
    }"
org.apache.bcel.classfile.JavaClass,getSuperClasses(),"/**
     * @return list of super classes of this class in ascending order, i.e.,
     * java.lang.Object is always the last element
     * @throws ClassNotFoundException if any of the superclasses can't be found
     */","public JavaClass[] getSuperClasses() throws ClassNotFoundException {
        JavaClass clazz = this;
        final List<JavaClass> allSuperClasses = new ArrayList<>();
        for (clazz = clazz.getSuperClass(); clazz != null; clazz = clazz.getSuperClass()) {
            allSuperClasses.add(clazz);
        }
        return allSuperClasses.toArray(new JavaClass[allSuperClasses.size()]);
    }"
org.apache.bcel.classfile.JavaClass,getInterfaces(),"/**
     * Get interfaces directly implemented by this JavaClass.
     */","public JavaClass[] getInterfaces() throws ClassNotFoundException {
        final String[] _interfaces = getInterfaceNames();
        final JavaClass[] classes = new JavaClass[_interfaces.length];
        for (int i = 0; i < _interfaces.length; i++) {
            classes[i] = repository.loadClass(_interfaces[i]);
        }
        return classes;
    }"
org.apache.bcel.classfile.JavaClass,getAllInterfaces(),"/**
     * Get all interfaces implemented by this JavaClass (transitively).
     */","public JavaClass[] getAllInterfaces() throws ClassNotFoundException {
        final ClassQueue queue = new ClassQueue();
        final Set<JavaClass> allInterfaces = new TreeSet<>();
        queue.enqueue(this);
        while (!queue.empty()) {
            final JavaClass clazz = queue.dequeue();
            final JavaClass souper = clazz.getSuperClass();
            final JavaClass[] _interfaces = clazz.getInterfaces();
            if (clazz.isInterface()) {
                allInterfaces.add(clazz);
            } else {
                if (souper != null) {
                    queue.enqueue(souper);
                }
            }
            for (final JavaClass _interface : _interfaces) {
                queue.enqueue(_interface);
            }
        }
        return allInterfaces.toArray(new JavaClass[allInterfaces.size()]);
    }"
org.apache.bcel.classfile.JavaClass,getComparator(),"/**
     * @return Comparison strategy object
     */","public static BCELComparator getComparator() {
        return bcelComparator;
    }"
org.apache.bcel.classfile.JavaClass,void setComparator( final BCELComparator comparator ),"/**
     * @param comparator Comparison strategy object
     */","public static void setComparator( final BCELComparator comparator ) {
        bcelComparator = comparator;
    }"
org.apache.bcel.classfile.JavaClass,equals( final Object obj ),"/**
     * Return value as defined by given BCELComparator strategy.
     * By default two JavaClass objects are said to be equal when
     * their class names are equal.
     *
     * @see java.lang.Object#equals(java.lang.Object)
     */","@Override
    public boolean equals( final Object obj ) {
        return bcelComparator.equals(this, obj);
    }"
org.apache.bcel.classfile.JavaClass,compareTo( final JavaClass obj ),"/**
     * Return the natural ordering of two JavaClasses.
     * This ordering is based on the class name
     * @since 6.0
     */","@Override
    public int compareTo( final JavaClass obj ) {
        return getClassName().compareTo(obj.getClassName());
    }"
org.apache.bcel.classfile.JavaClass,hashCode(),"/**
     * Return value as defined by given BCELComparator strategy.
     * By default return the hashcode of the class name.
     *
     * @see java.lang.Object#hashCode()
     */","@Override
    public int hashCode() {
        return bcelComparator.hashCode(this);
    }"
org.apache.bcel.classfile.ConstantNameAndType,void accept( final Visitor v ),"/**
     * Called by objects that are traversing the nodes of the tree implicitely
     * defined by the contents of a Java class. I.e., the hierarchy of methods,
     * fields, attributes, etc. spawns a tree of objects.
     *
     * @param v Visitor object
     */","@Override
    public void accept( final Visitor v ) {
        v.visitConstantNameAndType(this);
    }"
org.apache.bcel.classfile.ConstantNameAndType,void dump( final DataOutputStream file ),"/**
     * Dump name and signature index to file stream in binary format.
     *
     * @param file Output file stream
     * @throws IOException
     */","@Override
    public void dump( final DataOutputStream file ) throws IOException {
        file.writeByte(super.getTag());
        file.writeShort(nameIndex);
        file.writeShort(signatureIndex);
    }"
org.apache.bcel.classfile.ConstantNameAndType,getNameIndex(),"/**
     * @return Name index in constant pool of field/method name.
     */","public int getNameIndex() {
        return nameIndex;
    }"
org.apache.bcel.classfile.ConstantNameAndType,getName( final ConstantPool cp ),"/** @return name
     */","public String getName( final ConstantPool cp ) {
        return cp.constantToString(getNameIndex(), Const.CONSTANT_Utf8);
    }"
org.apache.bcel.classfile.ConstantNameAndType,getSignatureIndex(),"/**
     * @return Index in constant pool of field/method signature.
     */","public int getSignatureIndex() {
        return signatureIndex;
    }"
org.apache.bcel.classfile.ConstantNameAndType,getSignature( final ConstantPool cp ),"/** @return signature
     */","public String getSignature( final ConstantPool cp ) {
        return cp.constantToString(getSignatureIndex(), Const.CONSTANT_Utf8);
    }"
org.apache.bcel.classfile.ConstantNameAndType,void setNameIndex( final int nameIndex ),"/**
     * @param nameIndex the name index of this constant
     */","public void setNameIndex( final int nameIndex ) {
        this.nameIndex = nameIndex;
    }"
org.apache.bcel.classfile.ConstantNameAndType,void setSignatureIndex( final int signatureIndex ),"/**
     * @param signatureIndex the signature index in the constant pool of this type
     */","public void setSignatureIndex( final int signatureIndex ) {
        this.signatureIndex = signatureIndex;
    }"
org.apache.bcel.classfile.ConstantNameAndType,toString(),"/**
     * @return String representation
     */","@Override
    public String toString() {
        return super.toString() + ""(nameIndex = "" + nameIndex + "", signatureIndex = ""
                + signatureIndex + "")"";
    }"
org.apache.bcel.classfile.ModuleRequires,void accept( final Visitor v ),"/**
     * Called by objects that are traversing the nodes of the tree implicitely
     * defined by the contents of a Java class. I.e., the hierarchy of methods,
     * fields, attributes, etc. spawns a tree of objects.
     *
     * @param v Visitor object
     */","@Override
    public void accept( final Visitor v ) {
        v.visitModuleRequires(this);
    }"
org.apache.bcel.classfile.ModuleRequires,void dump( final DataOutputStream file ),"/**
     * Dump table entry to file stream in binary format.
     *
     * @param file Output file stream
     * @throws IOException if an I/O Exception occurs in writeShort
     */","public void dump( final DataOutputStream file ) throws IOException {
        file.writeShort(requiresIndex);
        file.writeShort(requiresFlags);
        file.writeShort(requiresVersionIndex);
    }"
org.apache.bcel.classfile.ModuleRequires,toString(),"/**
     * @return String representation
     */","@Override
    public String toString() {
        return ""requires("" + requiresIndex + "", "" + String.format(""%04x"", requiresFlags) + "", "" + requiresVersionIndex + "")"";
    }"
org.apache.bcel.classfile.ModuleRequires,toString( final ConstantPool constant_pool ),"/**
     * @return Resolved string representation
     */","public String toString( final ConstantPool constant_pool ) {
        final StringBuilder buf = new StringBuilder();
        final String module_name = constant_pool.constantToString(requiresIndex, Const.CONSTANT_Module);
        buf.append(Utility.compactClassName(module_name, false));
        buf.append("", "").append(String.format(""%04x"", requiresFlags));
        final String version = requiresVersionIndex == 0 ? ""0"" : constant_pool.getConstantString(requiresVersionIndex, Const.CONSTANT_Utf8);
        buf.append("", "").append(version);
        return buf.toString();
    }"
org.apache.bcel.classfile.ModuleRequires,copy(),"/**
     * @return deep copy of this object
     */","public ModuleRequires copy() {
        try {
            return (ModuleRequires) clone();
        } catch (final CloneNotSupportedException e) {
            // TODO should this throw?
        }
        return null;
    }"
org.apache.bcel.classfile.InnerClasses,void accept( final Visitor v ),"/**
     * Called by objects that are traversing the nodes of the tree implicitely
     * defined by the contents of a Java class. I.e., the hierarchy of methods,
     * fields, attributes, etc. spawns a tree of objects.
     *
     * @param v Visitor object
     */","@Override
    public void accept( final Visitor v ) {
        v.visitInnerClasses(this);
    }"
org.apache.bcel.classfile.InnerClasses,void dump( final DataOutputStream file ),"/**
     * Dump source file attribute to file stream in binary format.
     *
     * @param file Output file stream
     * @throws IOException
     */","@Override
    public void dump( final DataOutputStream file ) throws IOException {
        super.dump(file);
        file.writeShort(innerClasses.length);
        for (final InnerClass inner_class : innerClasses) {
            inner_class.dump(file);
        }
    }"
org.apache.bcel.classfile.InnerClasses,getInnerClasses(),"/**
     * @return array of inner class ""records""
     */","public InnerClass[] getInnerClasses() {
        return innerClasses;
    }"
org.apache.bcel.classfile.InnerClasses,void setInnerClasses( final InnerClass[] innerClasses ),"/**
     * @param innerClasses the array of inner classes
     */","public void setInnerClasses( final InnerClass[] innerClasses ) {
        this.innerClasses = innerClasses != null ? innerClasses : new InnerClass[0];
    }"
org.apache.bcel.classfile.InnerClasses,toString(),"/**
     * @return String representation.
     */","@Override
    public String toString() {
        final StringBuilder buf = new StringBuilder();
        buf.append(""InnerClasses("");
        buf.append(innerClasses.length);
        buf.append(""):\n"");
        for (final InnerClass inner_class : innerClasses) {
            buf.append(inner_class.toString(super.getConstantPool())).append(""\n"");
        }
        return buf.substring(0, buf.length()-1); // remove the last newline
    }"
org.apache.bcel.classfile.InnerClasses,copy( final ConstantPool _constant_pool ),"/**
     * @return deep copy of this attribute
     */","@Override
    public Attribute copy( final ConstantPool _constant_pool ) {
        // TODO this could be recoded to use a lower level constructor after creating a copy of the inner classes
        final InnerClasses c = (InnerClasses) clone();
        c.innerClasses = new InnerClass[innerClasses.length];
        for (int i = 0; i < innerClasses.length; i++) {
            c.innerClasses[i] = innerClasses[i].copy();
        }
        c.setConstantPool(_constant_pool);
        return c;
    }"
org.apache.bcel.classfile.Module,void accept( final Visitor v ),"/**
     * Called by objects that are traversing the nodes of the tree implicitely
     * defined by the contents of a Java class. I.e., the hierarchy of methods,
     * fields, attributes, etc. spawns a tree of objects.
     *
     * @param v Visitor object
     */","@Override
    public void accept( final Visitor v ) {
        v.visitModule(this);
    }"
org.apache.bcel.classfile.Module,getRequiresTable(),"/**
     * @return table of required modules
     * @see ModuleRequires
     */","public ModuleRequires[] getRequiresTable() {
        return requiresTable;
    }"
org.apache.bcel.classfile.Module,getExportsTable(),"/**
     * @return table of exported interfaces
     * @see ModuleExports
     */","public ModuleExports[] getExportsTable() {
        return exportsTable;
    }"
org.apache.bcel.classfile.Module,getOpensTable(),"/**
     * @return table of provided interfaces
     * @see ModuleOpens
     */","public ModuleOpens[] getOpensTable() {
        return opensTable;
    }"
org.apache.bcel.classfile.Module,getProvidesTable(),"/**
     * @return table of provided interfaces
     * @see ModuleProvides
     */","public ModuleProvides[] getProvidesTable() {
        return providesTable;
    }"
org.apache.bcel.classfile.Module,void dump( final DataOutputStream file ),"/**
     * Dump Module attribute to file stream in binary format.
     *
     * @param file Output file stream
     * @throws IOException
     */","@Override
    public void dump( final DataOutputStream file ) throws IOException {
        super.dump(file);

        file.writeShort(moduleNameIndex);
        file.writeShort(moduleFlags);
        file.writeShort(moduleVersionIndex);

        file.writeShort(requiresTable.length);
        for (final ModuleRequires entry : requiresTable) {
            entry.dump(file);
        }

        file.writeShort(exportsTable.length);
        for (final ModuleExports entry : exportsTable) {
            entry.dump(file);
        }

        file.writeShort(opensTable.length);
        for (final ModuleOpens entry : opensTable) {
            entry.dump(file);
        }

        file.writeShort(usesIndex.length);
        for (final int entry : usesIndex) {
            file.writeShort(entry);
        }

        file.writeShort(providesTable.length);
        for (final ModuleProvides entry : providesTable) {
            entry.dump(file);
        }
    }"
org.apache.bcel.classfile.Module,toString(),"/**
     * @return String representation, i.e., a list of packages.
     */","@Override
    public String toString() {
        final ConstantPool cp = super.getConstantPool();
        final StringBuilder buf = new StringBuilder();
        buf.append(""Module:\n"");
        buf.append(""  name:    "") .append(cp.getConstantString(moduleNameIndex, Const.CONSTANT_Module).replace('/', '.')).append(""\n"");
        buf.append(""  flags:   "") .append(String.format(""%04x"", moduleFlags)).append(""\n"");
        final String version = moduleVersionIndex == 0 ? ""0"" : cp.getConstantString(moduleVersionIndex, Const.CONSTANT_Utf8);
        buf.append(""  version: "") .append(version).append(""\n"");

        buf.append(""  requires("").append(requiresTable.length).append(""):\n"");
        for (final ModuleRequires module : requiresTable) {
            buf.append(""    "").append(module.toString(cp)).append(""\n"");
        }

        buf.append(""  exports("").append(exportsTable.length).append(""):\n"");
        for (final ModuleExports module : exportsTable) {
            buf.append(""    "").append(module.toString(cp)).append(""\n"");
        }

        buf.append(""  opens("").append(opensTable.length).append(""):\n"");
        for (final ModuleOpens module : opensTable) {
            buf.append(""    "").append(module.toString(cp)).append(""\n"");
        }

        buf.append(""  uses("").append(usesIndex.length).append(""):\n"");
        for (final int index : usesIndex) {
            final String class_name = cp.getConstantString(index, Const.CONSTANT_Class);
            buf.append(""    "").append(Utility.compactClassName(class_name, false)).append(""\n"");
        }

        buf.append(""  provides("").append(providesTable.length).append(""):\n"");
        for (final ModuleProvides module : providesTable) {
            buf.append(""    "").append(module.toString(cp)).append(""\n"");
        }

        return buf.substring(0, buf.length()-1); // remove the last newline
    }"
org.apache.bcel.classfile.Module,copy( final ConstantPool _constant_pool ),"/**
     * @return deep copy of this attribute
     */","@Override
    public Attribute copy( final ConstantPool _constant_pool ) {
        final Module c = (Module) clone();

        c.requiresTable = new ModuleRequires[requiresTable.length];
        for (int i = 0; i < requiresTable.length; i++) {
            c.requiresTable[i] = requiresTable[i].copy();
        }

        c.exportsTable = new ModuleExports[exportsTable.length];
        for (int i = 0; i < exportsTable.length; i++) {
            c.exportsTable[i] = exportsTable[i].copy();
        }

        c.opensTable = new ModuleOpens[opensTable.length];
        for (int i = 0; i < opensTable.length; i++) {
            c.opensTable[i] = opensTable[i].copy();
        }

        c.providesTable = new ModuleProvides[providesTable.length];
        for (int i = 0; i < providesTable.length; i++) {
            c.providesTable[i] = providesTable[i].copy();
        }

        c.setConstantPool(_constant_pool);
        return c;
    }"
org.apache.bcel.classfile.AnnotationDefault,void accept(final Visitor v),"/**
     * Called by objects that are traversing the nodes of the tree implicitely
     * defined by the contents of a Java class. I.e., the hierarchy of methods,
     * fields, attributes, etc. spawns a tree of objects.
     *
     * @param v Visitor object
     */","@Override
    public void accept(final Visitor v) {
        v.visitAnnotationDefault(this);
    }"
org.apache.bcel.classfile.AnnotationDefault,void setDefaultValue(final ElementValue defaultValue),"/**
     * @param defaultValue the default value of this methodinfo's annotation
     */","public final void setDefaultValue(final ElementValue defaultValue) {
        this.defaultValue = defaultValue;
    }"
org.apache.bcel.classfile.AnnotationDefault,getDefaultValue(),"/**
     * @return the default value
     */","public final ElementValue getDefaultValue() {
        return defaultValue;
    }"
org.apache.bcel.classfile.AnnotationDefault,copy(final ConstantPool _constant_pool),,"@Override
    public Attribute copy(final ConstantPool _constant_pool) {
        return (Attribute) clone();
    }"
org.apache.bcel.classfile.AnnotationDefault,void dump(final DataOutputStream dos),,"@Override
    public final void dump(final DataOutputStream dos) throws IOException {
        super.dump(dos);
        defaultValue.dump(dos);
    }"
org.apache.bcel.classfile.ClassParser,parse(),"/**
     * Parses the given Java class file and return an object that represents
     * the contained data, i.e., constants, methods, fields and commands.
     * A <em>ClassFormatException</em> is raised, if the file is not a valid
     * .class file. (This does not include verification of the byte code as it
     * is performed by the java interpreter).
     *
     * @return Class object representing the parsed class file
     * @throws  IOException
     * @throws  ClassFormatException
     */","public JavaClass parse() throws IOException, ClassFormatException {
        ZipFile zip = null;
        try {
            if (fileOwned) {
                if (isZip) {
                    zip = new ZipFile(zipFile);
                    final ZipEntry entry = zip.getEntry(fileName);

                    if (entry == null) {
                        throw new IOException(""File "" + fileName + "" not found"");
                    }

                    dataInputStream = new DataInputStream(new BufferedInputStream(zip.getInputStream(entry),
                            BUFSIZE));
                } else {
                    dataInputStream = new DataInputStream(new BufferedInputStream(new FileInputStream(
                            fileName), BUFSIZE));
                }
            }
            /****************** Read headers ********************************/
            // Check magic tag of class file
            readID();
            // Get compiler version
            readVersion();
            /****************** Read constant pool and related **************/
            // Read constant pool entries
            readConstantPool();
            // Get class information
            readClassInfo();
            // Get interface information, i.e., implemented interfaces
            readInterfaces();
            /****************** Read class fields and methods ***************/
            // Read class fields, i.e., the variables of the class
            readFields();
            // Read class methods, i.e., the functions in the class
            readMethods();
            // Read class attributes
            readAttributes();
            // Check for unknown variables
            //Unknown[] u = Unknown.getUnknownAttributes();
            //for (int i=0; i < u.length; i++)
            //  System.err.println(""WARNING: "" + u[i]);
            // Everything should have been read now
            //      if(file.available() > 0) {
            //        int bytes = file.available();
            //        byte[] buf = new byte[bytes];
            //        file.read(buf);
            //        if(!(isZip && (buf.length == 1))) {
            //      System.err.println(""WARNING: Trailing garbage at end of "" + fileName);
            //      System.err.println(bytes + "" extra bytes: "" + Utility.toHexString(buf));
            //        }
            //      }
        } finally {
            // Read everything of interest, so close the file
            if (fileOwned) {
                try {
                    if (dataInputStream != null) {
                        dataInputStream.close();
                    }
                } catch (final IOException ioe) {
                    //ignore close exceptions
                }
            }
            try {
                if (zip != null) {
                    zip.close();
                }
            } catch (final IOException ioe) {
                //ignore close exceptions
            }
        }
        // Return the information we have gathered in a new object
        return new JavaClass(classNameIndex, superclassNameIndex, fileName, major, minor,
                accessFlags, constantPool, interfaces, fields, methods, attributes, isZip
                        ? JavaClass.ZIP
                        : JavaClass.FILE);
    }"
org.apache.bcel.classfile.ClassParser,void readAttributes(),"/**
     * Reads information about the attributes of the class.
     * @throws  IOException
     * @throws  ClassFormatException
     */","private void readAttributes() throws IOException, ClassFormatException {
        final int attributes_count = dataInputStream.readUnsignedShort();
        attributes = new Attribute[attributes_count];
        for (int i = 0; i < attributes_count; i++) {
            attributes[i] = Attribute.readAttribute(dataInputStream, constantPool);
        }
    }"
org.apache.bcel.classfile.ClassParser,void readClassInfo(),"/**
     * Reads information about the class and its super class.
     * @throws  IOException
     * @throws  ClassFormatException
     */","private void readClassInfo() throws IOException, ClassFormatException {
        accessFlags = dataInputStream.readUnsignedShort();
        /* Interfaces are implicitely abstract, the flag should be set
         * according to the JVM specification.
         */
        if ((accessFlags & Const.ACC_INTERFACE) != 0) {
            accessFlags |= Const.ACC_ABSTRACT;
        }
        if (((accessFlags & Const.ACC_ABSTRACT) != 0)
                && ((accessFlags & Const.ACC_FINAL) != 0)) {
            throw new ClassFormatException(""Class "" + fileName + "" can't be both final and abstract"");
        }
        classNameIndex = dataInputStream.readUnsignedShort();
        superclassNameIndex = dataInputStream.readUnsignedShort();
    }"
org.apache.bcel.classfile.ClassParser,void readConstantPool(),"/**
     * Reads constant pool entries.
     * @throws  IOException
     * @throws  ClassFormatException
     */","private void readConstantPool() throws IOException, ClassFormatException {
        constantPool = new ConstantPool(dataInputStream);
    }"
