classname,method,docstring,annotations,method_definition
org.apache.commons.imaging.formats.tiff.TiffFloatingPointRoundTripTest,"writeFile(final int bitsPerSample, final ByteOrder byteOrder, final boolean useTiles)",,,"private File writeFile(final int bitsPerSample, final ByteOrder byteOrder, final boolean useTiles)
        throws IOException, ImageWriteException {
        final String name = String.format(""FpRoundTrip_%2d_%s_%s.tiff"",
            bitsPerSample,
            byteOrder == ByteOrder.LITTLE_ENDIAN ? ""LE"" : ""BE"",
            useTiles ? ""Tiles"" : ""Strips"");
        final File outputFile = new File(tempDir.toFile(), name);

        final int bytesPerSample = bitsPerSample / 8;
        int nRowsInBlock;
        int nColsInBlock;
        int nBytesInBlock;
        if (useTiles) {
            // Define the tiles so that they will not evenly subdivide
            // the image.  This will allow the test to evaluate how the
            // data reader processes tiles that are only partially used.
            nRowsInBlock = 12;
            nColsInBlock = 20;
        } else {
            // Define the strips so that they will not evenly subdivide
            // the image.  This will allow the test to evaluate how the
            // data reader processes strips that are only partially used.
            nRowsInBlock = 2;
            nColsInBlock = width;
        }
        nBytesInBlock = nRowsInBlock * nColsInBlock * bytesPerSample;

        byte[][] blocks;
        if (bitsPerSample == 32) {
            blocks = this.getBytesForOutput32(
                f, width, height, nRowsInBlock, nColsInBlock, byteOrder);
        } else {
            blocks = getBytesForOutput64(
                f, width, height, nRowsInBlock, nColsInBlock, byteOrder);
        }

        // NOTE:  At this time, Tile format is not supported.
        // When it is, modify the tags below to populate
        // TIFF_TAG_TILE_* appropriately.
        final TiffOutputSet outputSet = new TiffOutputSet(byteOrder);
        final TiffOutputDirectory outDir = outputSet.addRootDirectory();
        outDir.add(TiffTagConstants.TIFF_TAG_IMAGE_WIDTH, width);
        outDir.add(TiffTagConstants.TIFF_TAG_IMAGE_LENGTH, height);
        outDir.add(TiffTagConstants.TIFF_TAG_SAMPLE_FORMAT,
            (short) TiffTagConstants.SAMPLE_FORMAT_VALUE_IEEE_FLOATING_POINT);
        outDir.add(TiffTagConstants.TIFF_TAG_SAMPLES_PER_PIXEL, (short) 1);
        outDir.add(TiffTagConstants.TIFF_TAG_BITS_PER_SAMPLE, (short) bitsPerSample);
        outDir.add(TiffTagConstants.TIFF_TAG_PHOTOMETRIC_INTERPRETATION,
            (short) TiffTagConstants.PHOTOMETRIC_INTERPRETATION_VALUE_BLACK_IS_ZERO);
        outDir.add(TiffTagConstants.TIFF_TAG_COMPRESSION,
            (short) TiffTagConstants.COMPRESSION_VALUE_UNCOMPRESSED);

        outDir.add(TiffTagConstants.TIFF_TAG_PLANAR_CONFIGURATION,
            (short) TiffTagConstants.PLANAR_CONFIGURATION_VALUE_CHUNKY);

        if (useTiles) {
            outDir.add(TiffTagConstants.TIFF_TAG_TILE_WIDTH, nColsInBlock);
            outDir.add(TiffTagConstants.TIFF_TAG_TILE_LENGTH, nRowsInBlock);
            outDir.add(TiffTagConstants.TIFF_TAG_TILE_BYTE_COUNTS, nBytesInBlock);
        } else {
            outDir.add(TiffTagConstants.TIFF_TAG_ROWS_PER_STRIP, 2);
            outDir.add(TiffTagConstants.TIFF_TAG_STRIP_BYTE_COUNTS, nBytesInBlock);
        }

        final TiffElement.DataElement[] imageData = new TiffElement.DataElement[blocks.length];
        for (int i = 0; i < blocks.length; i++) {
            imageData[i] = new TiffImageData.Data(0, blocks[i].length, blocks[i]);
        }

        TiffImageData tiffImageData;
        if (useTiles) {
            tiffImageData
                = new TiffImageData.Tiles(imageData, nColsInBlock, nRowsInBlock);
        } else {
            tiffImageData
                = new TiffImageData.Strips(imageData, nRowsInBlock);
        }
        outDir.setTiffImageData(tiffImageData);

        try (FileOutputStream fos = new FileOutputStream(outputFile);
            BufferedOutputStream bos = new BufferedOutputStream(fos)) {
            final TiffImageWriterLossy writer = new TiffImageWriterLossy(byteOrder);
            writer.write(bos, outputSet);
            bos.flush();
        }
        return outputFile;
    }"
org.apache.commons.imaging.formats.tiff.TiffFloatingPointRoundTripTest,"getBytesForOutput32(
        final float[] f, final int width, final int height,
        final int nRowsInBlock, final int nColsInBlock,
        final ByteOrder byteOrder)","/**
     * Gets the bytes for output for a 32 bit floating point format. Note that
     * this method operates over ""blocks"" of data which may represent either
     * TIFF Strips or Tiles. When processing strips, there is always one column
     * of blocks and each strip is exactly the full width of the image. When
     * processing tiles, there may be one or more columns of blocks and the
     * block coverage may extend beyond both the last row and last column.
     *
     * @param f an array of the grid of output values in row major order
     * @param width the width of the overall image
     * @param height the height of the overall image
     * @param nRowsInBlock the number of rows in the Strip or Tile
     * @param nColsInBlock the number of columns in the Strip or Tile
     * @param byteOrder little endian or big endian
     * @return a valid array of equally sized array.
     */",,"private byte[][] getBytesForOutput32(
        final float[] f, final int width, final int height,
        final int nRowsInBlock, final int nColsInBlock,
        final ByteOrder byteOrder) {
        final int nColsOfBlocks = (width + nColsInBlock - 1) / nColsInBlock;
        final int nRowsOfBlocks = (height + nRowsInBlock + 1) / nRowsInBlock;
        final int bytesPerPixel = 4;
        final int nBlocks = nRowsOfBlocks * nColsOfBlocks;
        final int nBytesInBlock = bytesPerPixel * nRowsInBlock * nColsInBlock;
        final byte[][] blocks = new byte[nBlocks][nBytesInBlock];
        for (int i = 0; i < height; i++) {
            final int blockRow = i / nRowsInBlock;
            final int rowInBlock = i - blockRow * nRowsInBlock;
            final int blockOffset = rowInBlock * nColsInBlock;
            for (int j = 0; j < width; j++) {
                final int sample = Float.floatToRawIntBits(f[i * width + j]);
                final int blockCol = j / nColsInBlock;
                final int colInBlock = j - blockCol * nColsInBlock;
                final int index = blockOffset + colInBlock;
                final int offset = index * bytesPerPixel;
                final byte[] b = blocks[blockRow * nColsOfBlocks + blockCol];
                if (byteOrder == ByteOrder.LITTLE_ENDIAN) {
                    b[offset] = (byte) (sample & 0xff);
                    b[offset + 1] = (byte) ((sample >> 8) & 0xff);
                    b[offset + 2] = (byte) ((sample >> 16) & 0xff);
                    b[offset + 3] = (byte) ((sample >> 24) & 0xff);
                } else {
                    b[offset] = (byte) ((sample >> 24) & 0xff);
                    b[offset + 1] = (byte) ((sample >> 16) & 0xff);
                    b[offset + 2] = (byte) ((sample >> 8) & 0xff);
                    b[offset + 3] = (byte) (sample & 0xff);
                }
            }
        }

        return blocks;
    }"
org.apache.commons.imaging.formats.tiff.TiffFloatingPointRoundTripTest,"getBytesForOutput64(
        final float[] f, final int width, final int height,
        final int nRowsInBlock, final int nColsInBlock,
        final ByteOrder byteOrder)","/**
     * Gets the bytes for output for a 64 bit floating point format. Note that
     * this method operates over ""blocks"" of data which may represent either
     * TIFF Strips or Tiles. When processing strips, there is always one column
     * of blocks and each strip is exactly the full width of the image. When
     * processing tiles, there may be one or more columns of blocks and the
     * block coverage may extend beyond both the last row and last column.
     *
     * @param f an array of the grid of output values in row major order
     * @param width the width of the overall image
     * @param height the height of the overall image
     * @param nRowsInBlock the number of rows in the Strip or Tile
     * @param nColsInBlock the number of columns in the Strip or Tile
     * @param byteOrder little endian or big endian
     * @return a valid array of equally sized array.
     */",,"private byte[][] getBytesForOutput64(
        final float[] f, final int width, final int height,
        final int nRowsInBlock, final int nColsInBlock,
        final ByteOrder byteOrder) {
        final int nColsOfBlocks = (width + nColsInBlock - 1) / nColsInBlock;
        final int nRowsOfBlocks = (height + nRowsInBlock + 1) / nRowsInBlock;
        final int bytesPerPixel = 8;
        final int nBlocks = nRowsOfBlocks * nColsOfBlocks;
        final int nBytesInBlock = bytesPerPixel * nRowsInBlock * nColsInBlock;
        final byte[][] blocks = new byte[nBlocks][nBytesInBlock];
        for (int i = 0; i < height; i++) {
            final int blockRow = i / nRowsInBlock;
            final int rowInBlock = i - blockRow * nRowsInBlock;
            final int blockOffset = rowInBlock * nColsInBlock;
            for (int j = 0; j < width; j++) {
                final long sample = Double.doubleToRawLongBits(f[i * width + j]);
                final int blockCol = j / nColsInBlock;
                final int colInBlock = j - blockCol * nColsInBlock;
                final int index = blockOffset + colInBlock;
                final int offset = index * bytesPerPixel;
                final byte[] b = blocks[blockRow * nColsOfBlocks + blockCol];
                if (byteOrder == ByteOrder.LITTLE_ENDIAN) {
                    b[offset] = (byte) (sample & 0xff);
                    b[offset + 1] = (byte) ((sample >> 8) & 0xff);
                    b[offset + 2] = (byte) ((sample >> 16) & 0xff);
                    b[offset + 3] = (byte) ((sample >> 24) & 0xff);
                    b[offset + 4] = (byte) ((sample >> 32) & 0xff);
                    b[offset + 5] = (byte) ((sample >> 40) & 0xff);
                    b[offset + 6] = (byte) ((sample >> 48) & 0xff);
                    b[offset + 7] = (byte) ((sample >> 56) & 0xff);
                } else {
                    b[offset] = (byte) ((sample >> 56) & 0xff);
                    b[offset + 1] = (byte) ((sample >> 48) & 0xff);
                    b[offset + 2] = (byte) ((sample >> 40) & 0xff);
                    b[offset + 3] = (byte) ((sample >> 32) & 0xff);
                    b[offset + 4] = (byte) ((sample >> 24) & 0xff);
                    b[offset + 5] = (byte) ((sample >> 16) & 0xff);
                    b[offset + 6] = (byte) ((sample >> 8) & 0xff);
                    b[offset + 7] = (byte) (sample & 0xff);
                }
            }
        }

        return blocks;
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterDataTest,void testSetValue(),"/**
     * Test of setValue method, of class TiffRasterData.
     */",,"@Test
    public void testSetValue() {
        final TiffRasterData instance = new TiffRasterDataFloat(width, height);
        for (int y = 0; y < height; y++) {
            for (int x = 0; x < width; x++) {
                final int index = y * width + height;
                instance.setValue(x, y, index);
                final int test = (int) instance.getValue(x, y);
                assertEquals(index, test, ""Set/get value test failed at ("" + x + "","" + y + "")"");
                instance.setIntValue(x, y, index);
                final int iTest = instance.getIntValue(x, y);
                assertEquals(index, iTest, ""Get/set value test failed at ("" + x + "","" + y + "")"");
            }
        }
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterDataTest,void testGetValue(),"/**
     * Test of getValue method, of class TiffRasterData.
     */",,"@Test
    public void testGetValue() {
        for (int y = 0; y < height; y++) {
            for (int x = 0; x < width; x++) {
                final int index = y * width + x;
                final int test = (int) raster.getValue(x, y);
                assertEquals(index, test, ""Get into source data test failed at ("" + x + "","" + y + "")"");
                final int iTest = raster.getIntValue(x, y);
                assertEquals(index, iTest, ""Get into source data test failed at ("" + x + "","" + y + "")"");
            }
        }
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterDataTest,void testSetValue2(),"/**
     * Test of setValue method, of class TiffRasterData.
     */",,"@Test
    public void testSetValue2() {
        final TiffRasterData instance = new TiffRasterDataFloat(width, height, 2);
        for (int y = 0; y < height; y++) {
            for (int x = 0; x < width; x++) {
                final int index = y * width + height;
                instance.setValue(x, y, 1, index);
                final int test = (int) instance.getValue(x, y, 1);
                assertEquals(index, test, ""Set/get value test failed at ("" + x + "","" + y + "")"");
                instance.setIntValue(x, y, 1, index);
                final int iTest = instance.getIntValue(x, y, 1);
                assertEquals(index, iTest, ""Get/set value test failed at ("" + x + "","" + y + "")"");
            }
        }
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterDataTest,void testGetValue2(),"/**
     * Test of getValue method, of class TiffRasterData.
     */",,"@Test
    public void testGetValue2() {
        for (int y = 0; y < height; y++) {
            for (int x = 0; x < width; x++) {
                final int index = y * width + x;
                final int test = (int) raster.getValue(x, y, 0);
                assertEquals(index, test, ""Get into source data test failed at ("" + x + "","" + y + "")"");
                final int iTest = raster.getIntValue(x, y, 0);
                assertEquals(index, iTest, ""Get into source data test failed at ("" + x + "","" + y + "")"");
            }
        }
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterDataTest,void testGetSimpleStatistics_0args(),"/**
     * Test of getSimpleStatistics method, of class TiffRasterData.
     */",,"@Test
    public void testGetSimpleStatistics_0args() {

        final TiffRasterStatistics result = raster.getSimpleStatistics();
        assertEquals(0, result.getMinValue(), ""Min value failure"");
        assertEquals(width * height - 1, result.getMaxValue(), ""Max value failure"");
        assertEquals(meanValue, result.getMeanValue(), ""Mean value failure"");
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterDataTest,void testGetSimpleStatistics_float(),"/**
     * Test of getSimpleStatistics method, of class TiffRasterData.
     */",,"@Test
    public void testGetSimpleStatistics_float() {
        // exclude the maximum value (width*height-1).  This will result
        // in a max value of width*height-2
        final TiffRasterStatistics result = raster.getSimpleStatistics(width * height - 1);
        assertEquals(width * height - 2, result.getMaxValue(), ""Max value failure"");
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterDataTest,void testGetWidth(),"/**
     * Test of getWidth method, of class TiffRasterData.
     */",,"@Test
    public void testGetWidth() {
        assertEquals(width, raster.getWidth(), ""Improper width stored"");
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterDataTest,void testGetHeight(),"/**
     * Test of getHeight method, of class TiffRasterData.
     */",,"@Test
    public void testGetHeight() {
        assertEquals(width, raster.getWidth(), ""Improper height stored"");
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterDataTest,void testGetData(),"/**
     * Test of getData method, of class TiffRasterData.
     */",,"@Test
    public void testGetData() {
        final float[] result = raster.getData();
        assertArrayEquals(data, result);
        int samplesPerPixel = raster.getSamplesPerPixel();
        assertEquals(1, samplesPerPixel, ""Incorrect number of samples per pixel"");
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterDataTest,void testGetIntData(),"/**
     * Test of getData method, of class TiffRasterData.
     */",,"@Test
    public void testGetIntData() {
        final int[] result = raster.getIntData();
        for (int y = 0; y < height; y++) {
            for (int x = 0; x < width; x++) {
                final int index = y * width + x;
                final int test = (int) data[index];
                assertEquals(index, test, ""Integer array access test failed at ("" + x + "","" + y + "")"");
            }
        }
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterDataTest,void testGetDataType(),"/**
     * Test of getData method, of class TiffRasterData.
     */",,"@Test
    public void testGetDataType() {
        TiffRasterDataType dataType = raster.getDataType();
        assertTrue(dataType == TiffRasterDataType.FLOAT, ""Unexpected data type ""+dataType.name());
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterDataTest,void testBadConstructor(),"/**
     * Test of constructors with bad arguments, of class TiffRasterData.
     */",,"@Test
    public void testBadConstructor() {
        assertThrows(IllegalArgumentException.class, ()-> new TiffRasterDataFloat(-1, 10), ""Constructor did not detect bad width"");
        assertThrows(IllegalArgumentException.class, ()-> new TiffRasterDataFloat(10, -1), ""Constructor did not detect bad height"");
        assertThrows(IllegalArgumentException.class, ()-> new TiffRasterDataFloat(1, 1, 0), ""Constructor did not detect bad samplesPerPixel"");

        final float []f = new float[10];
        assertThrows(IllegalArgumentException.class, ()-> new TiffRasterDataFloat(2, 10, f), ""Constructor did not detect insufficient input array size"");
        assertThrows(IllegalArgumentException.class, ()-> new TiffRasterDataFloat(2, 3, 2, f), ""Constructor did not detect insufficient input array size"");
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterDataTest,void testBadCoordinates(),"/**
     * Test of access with bad coordinates, of class TiffRasterData.
     */",,"@Test
    public void testBadCoordinates() {
        final float []f = new float[100];
        final TiffRasterData instance = new TiffRasterDataFloat(10, 10, 1, f);
        assertThrows(IllegalArgumentException.class, ()->instance.getValue(11, 11),       ""Access method getValue() did not detect bad coordinates"");
        assertThrows(IllegalArgumentException.class, ()->instance.setValue(11, 11, 5.0f), ""Access method setValue() did not detect bad coordinates"");
        assertThrows(IllegalArgumentException.class, ()->instance.getValue(1, 1, 2),  ""Access method setValue() did not detect bad sample index"");
    }"
org.apache.commons.imaging.formats.tiff.TiffReadTest,void test(),,,"@Test
    public void test() throws Exception {
        final List<File> images = getTiffImages();
        for (final File imageFile : images) {

            Debug.debug(""imageFile"", imageFile);

            final ImageMetadata metadata = Imaging.getMetadata(imageFile);
            assertNotNull(metadata);

            Debug.debug(""ICC profile"", Imaging.getICCProfile(imageFile));

            final ImageInfo imageInfo = Imaging.getImageInfo(imageFile);
            assertNotNull(imageInfo);

            final BufferedImage image = Imaging.getBufferedImage(imageFile);
            assertNotNull(image);
        }
    }"
org.apache.commons.imaging.formats.tiff.TiffReadTest,void testReadDirectories(),,,"@Test
    public void testReadDirectories() throws Exception {
        // same as above, but test reading the TIFF directories
        final List<File> images = getTiffImages();
        for (final File imageFile : images) {
            final String name = imageFile.getName();
            // the ""bad offsets"" file will cause an exception to be thrown.
            // It's not relevant to what this test is trying to discover.
            // So skip it.
            if(name.toLowerCase().contains(""bad"")){
                continue;
            }
            final ByteSourceFile byteSource = new ByteSourceFile(imageFile);
            final TiffReader tiffReader = new TiffReader(true);
            final TiffContents contents = tiffReader.readDirectories(
                byteSource,
                true,
                FormatCompliance.getDefault());
                assertNotNull(contents);
        }
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterStatisticsTest,void testGetCountOfSamples(),"/**
     * Test of getCountOfSamples method, of class TiffRasterStatistics.
     */",,"@Test
    public void testGetCountOfSamples() {
        assertEquals(width * height - 1, stat0.getCountOfSamples());
        assertEquals(width * height - 2, stat1.getCountOfSamples());
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterStatisticsTest,void testGetCountOfNulls(),"/**
     * Test of getCountOfNulls method, of class TiffRasterStatistics.
     */",,"@Test
    public void testGetCountOfNulls() {
        assertEquals(1, stat0.getCountOfNulls());
        assertEquals(1, stat1.getCountOfNulls());
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterStatisticsTest,void testGetMinValue(),"/**
     * Test of getMinValue method, of class TiffRasterStatistics.
     */",,"@Test
    public void testGetMinValue() {
        assertEquals(0, stat0.getMinValue());
        assertEquals(0, stat1.getMinValue());
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterStatisticsTest,void testGetMaxValue(),"/**
     * Test of getMaxValue method, of class TiffRasterStatistics.
     */",,"@Test
    public void testGetMaxValue() {
        assertEquals(width * height - 1, stat0.getMaxValue());
        assertEquals(width * height - 2, stat1.getMaxValue());
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterStatisticsTest,void testGetMeanValue(),"/**
     * Test of getMeanValue method, of class TiffRasterStatistics.
     */",,"@Test
    public void testGetMeanValue() {
        assertNotEquals(0, stat0.getMeanValue());

        final float[] zero = new float[100];
        Arrays.fill(zero, 10);
        final TiffRasterData zeroData = new TiffRasterDataFloat(10, 10, zero);
        final TiffRasterStatistics zeroStat = zeroData.getSimpleStatistics(10);
        assertEquals(0.0f,zeroStat.getMeanValue(),""Invalid mean data for excluded value"");
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterStatisticsTest,void testIsAnExcludedValueSet(),"/**
     * Test of isAnExcludedValueSet method, of class TiffRasterStatistics.
     */",,"@Test
    public void testIsAnExcludedValueSet() {
        assertFalse(stat0.isAnExcludedValueSet());
        assertTrue(stat1.isAnExcludedValueSet());
    }"
org.apache.commons.imaging.formats.tiff.TiffRasterStatisticsTest,void testGetExcludedValue(),"/**
     * Test of getExcludedValue method, of class TiffRasterStatistics.
     */",,"@Test
    public void testGetExcludedValue() {
        assertTrue(Float.isNaN(stat0.getExcludedValue()));
        assertEquals(width * height - 1, stat1.getExcludedValue());
    }"
org.apache.commons.imaging.formats.tiff.TiffRoundtripTest,void test(),,,"@Test
    public void test() throws Exception {
        final List<File> images = getTiffImages();
        for (final File imageFile : images) {

            Debug.debug(""imageFile"", imageFile);

            final ImageMetadata metadata = Imaging.getMetadata(imageFile);
            assertNotNull(metadata);

            final ImageInfo imageInfo = Imaging.getImageInfo(imageFile);
            assertNotNull(imageInfo);

            final BufferedImage image = Imaging.getBufferedImage(imageFile);
            assertNotNull(image);

            final int[] compressions = new int[]{
                    TiffConstants.TIFF_COMPRESSION_UNCOMPRESSED,
                    TiffConstants.TIFF_COMPRESSION_LZW,
                    TiffConstants.TIFF_COMPRESSION_PACKBITS,
                    TiffConstants.TIFF_COMPRESSION_DEFLATE_ADOBE
            };
            final TiffImageParser tiffImageParser = new TiffImageParser();
            for (final int compression : compressions) {
                final File tempFile = File.createTempFile(imageFile.getName() + ""-"" + compression + ""."", "".tif"");
                final TiffImagingParameters params = new TiffImagingParameters();
                params.setCompression(compression);
                try (FileOutputStream fos = new FileOutputStream(tempFile)) {
                    tiffImageParser.writeImage(image, fos, params);
                }
                final BufferedImage image2 = Imaging.getBufferedImage(tempFile);
                assertNotNull(image2);
            }
        }
    }"
org.apache.commons.imaging.formats.tiff.TiffTagsTest,void testGetTagWithNegativeAndPositive(),,,"@Test
    public void testGetTagWithNegativeAndPositive() {
        final TagInfo tagInfo = TiffTags.getTag((-1), 50933);

        assertEquals((-1), tagInfo.tag);
        assertEquals( ""Unknown Tag"", tagInfo.name );
    }"
org.apache.commons.imaging.formats.tiff.TiffTagIntegrityTest,void testTagIntegrity(),,,"@Test
    public void testTagIntegrity() {
        verifyFields(AdobePageMaker6TagConstants.class,
                AdobePageMaker6TagConstants.ALL_ADOBE_PAGEMAKER_6_TAGS);
        verifyFields(AdobePhotoshopTagConstants.class,
                AdobePhotoshopTagConstants.ALL_ADOBE_PHOTOSHOP_TAGS);
        verifyFields(AliasSketchbookProTagConstants.class,
                AliasSketchbookProTagConstants.ALL_ALIAS_SKETCHBOOK_PRO_TAGS);
        verifyFields(DcfTagConstants.class, DcfTagConstants.ALL_DCF_TAGS);
        verifyFields(DngTagConstants.class, DngTagConstants.ALL_DNG_TAGS);
        verifyFields(ExifTagConstants.class, ExifTagConstants.ALL_EXIF_TAGS);
        verifyFields(GeoTiffTagConstants.class,
                GeoTiffTagConstants.ALL_GEO_TIFF_TAGS);
        verifyFields(GdalLibraryTagConstants.class,
                GdalLibraryTagConstants.ALL_GDAL_LIBRARY_TAGS);
        verifyFields(GpsTagConstants.class, GpsTagConstants.ALL_GPS_TAGS);
        verifyFields(
                MolecularDynamicsGelTagConstants.class,
                MolecularDynamicsGelTagConstants.ALL_MOLECULAR_DYNAMICS_GEL_TAGS);
        verifyFields(MicrosoftTagConstants.class,
                MicrosoftTagConstants.ALL_MICROSOFT_TAGS);
        verifyFields(MicrosoftHdPhotoTagConstants.class,
                MicrosoftHdPhotoTagConstants.ALL_MICROSOFT_HD_PHOTO_TAGS);
        verifyFields(OceScanjobTagConstants.class,
                OceScanjobTagConstants.ALL_OCE_SCANJOB_TAGS);
        verifyFields(Rfc2301TagConstants.class,
                Rfc2301TagConstants.ALL_RFC_2301_TAGS);
        verifyFields(Tiff4TagConstants.class, Tiff4TagConstants.ALL_TIFF_4_TAGS);
        verifyFields(TiffEpTagConstants.class,
                TiffEpTagConstants.ALL_TIFF_EP_TAGS);
        verifyFields(TiffTagConstants.class, TiffTagConstants.ALL_TIFF_TAGS);
        verifyFields(WangTagConstants.class, WangTagConstants.ALL_WANG_TAGS);
    }"
org.apache.commons.imaging.formats.tiff.TiffTagIntegrityTest,"void verifyFields(final Class<?> cls, final List<TagInfo> allTags)",,,"private void verifyFields(final Class<?> cls, final List<TagInfo> allTags) {
        final ArrayList<Integer> fieldTags = new ArrayList<>();
        for (final Field field : cls.getFields()) {
            field.setAccessible(true);
            Object obj = null;
            try {
                obj = field.get(null);
            } catch (final IllegalAccessException illegalAccess) {
            }
            if (obj == null) {
                continue;
            }
            if (!(obj instanceof TagInfo)) {
                continue;
            }
            final TagInfo src = (TagInfo) obj;
            if (src.tag == -1) {
                // Skip TiffTagConstants.TIFF_TAG_UNKNOWN
                continue;
            }
            fieldTags.add(src.tag);
        }
        Collections.sort(fieldTags);
        final Set<Integer> allTagSet = new TreeSet<>();
        for (final TagInfo tagInfo : allTags) {
            assertTrue(Collections.binarySearch(fieldTags, tagInfo.tag) >= 0);
            allTagSet.add(tagInfo.tag);
        }
        for (final Integer tag : fieldTags) {
            assertTrue(allTagSet.contains(tag));
        }
    }"
org.apache.commons.imaging.formats.tiff.TiffLzwTest,void testTrivial(),,,"@Test
    public void testTrivial() throws Exception {
        final byte[] bytes = { 0, };
        compressRoundtripAndValidate(bytes);
    }"
org.apache.commons.imaging.formats.tiff.TiffLzwTest,void testMedium(),,,"@Test
    public void testMedium() throws Exception {
        final int LENGTH = 1024 * 32;
        final byte[] bytes = new byte[LENGTH];
        for (int modulator = 1; modulator < 255; modulator += 3) {
            for (int i = 0; i < LENGTH; i++) {
                bytes[i] = (byte) (0xff & (i % modulator));
            }

            compressRoundtripAndValidate(bytes);
        }
    }"
org.apache.commons.imaging.formats.tiff.TiffLzwTest,void testTiffImageData(),,,"@Disabled // FIXME fails with java.io.IOException: Bad Code: -1 codes: 258 code_size: 9, table: 4096
    @Test
    public void testTiffImageData() throws IOException, ImageReadException {
        final List<File> images = getTiffImages();
        for (final File image : images) {

            Debug.debug(""imageFile"", image);

            final ByteSource byteSource = new ByteSourceFile(image);
            final List<byte[]> data = new TiffImageParser().collectRawImageData(byteSource, new TiffImagingParameters());

            for (final byte[] bytes : data) {
                decompressRoundtripAndValidate(bytes);
            }
        }
    }"
org.apache.commons.imaging.formats.tiff.TiffLzwTest,void compressRoundtripAndValidate(final byte[] src),,,"private void compressRoundtripAndValidate(final byte[] src) throws IOException, ImageReadException {
        final boolean DEBUG = false;

        if (DEBUG) {
            Debug.debug();
            Debug.debug(""roundtripAndValidate: "" + src.length);
            Debug.debug();
        }

        final int LZW_MINIMUM_CODE_SIZE = 8;
        final List<Integer> codes = new ArrayList<>();
        final MyLzwCompressor.Listener compressionListener = new MyLzwCompressor.Listener() {
            @Override
            public void dataCode(final int code) {
                codes.add(code);
            }

            @Override
            public void eoiCode(final int code) {
                codes.add(code);
            }

            @Override
            public void clearCode(final int code) {
                codes.add(code);
            }

            @Override
            public void init(final int clearCode, final int eoiCode) {
            }
        };

        final MyLzwCompressor compressor = new MyLzwCompressor(LZW_MINIMUM_CODE_SIZE,
                ByteOrder.BIG_ENDIAN, true, compressionListener);
        final byte[] compressed = compressor.compress(src);

        final MyLzwDecompressor.Listener decompressionListener = new MyLzwDecompressor.Listener() {

            int index = 0;
            int clearCode, eoiCode;

            @Override
            public void code(final int code) {
                if (DEBUG) {
                    if (code == clearCode) {
                        Debug.debug(""clearCode: "" + index + ""/"" + codes.size());
                        Debug.debug();
                    }
                    if (code == eoiCode) {
                        Debug.debug(""eoiCode: "" + index + ""/"" + codes.size());
                        Debug.debug();
                    }
                }
                final Integer expectedCode = codes.get(index++);
                if (code != expectedCode) {
                    Debug.debug(""bad code: "" + index + ""/"" + codes.size());
                    Debug.debug(""code: "" + code + "" (0x""
                            + Integer.toHexString(code) + "") ""
                            + Integer.toBinaryString(code));
                    Debug.debug(""expected: "" + expectedCode + "" (0x""
                            + Integer.toHexString(expectedCode)
                            + "") ""
                            + Integer.toBinaryString(expectedCode));
                    Debug.debug(""clearCode: "" + clearCode + "" (0x""
                            + Integer.toHexString(clearCode) + "") ""
                            + Integer.toBinaryString(clearCode));
                    Debug.debug(""eoiCode: "" + eoiCode + "" (0x""
                            + Integer.toHexString(eoiCode) + "") ""
                            + Integer.toBinaryString(eoiCode));
                    Debug.debug();
                }
            }

            @Override
            public void init(final int clearCode, final int eoiCode) {
                this.clearCode = clearCode;
                this.eoiCode = eoiCode;
            }

        };
        final InputStream is = new ByteArrayInputStream(compressed);
        final MyLzwDecompressor decompressor = new MyLzwDecompressor(
                LZW_MINIMUM_CODE_SIZE, ByteOrder.BIG_ENDIAN,
                decompressionListener);
        decompressor.setTiffLZWMode();
        final byte[] decompressed = decompressor.decompress(is, src.length);

        assertEquals(src.length, decompressed.length);
        for (int i = 0; i < src.length; i++) {
            assertEquals(src[i], decompressed[i]);
        }
    }"
org.apache.commons.imaging.formats.tiff.TiffLzwTest,void dataCode(final int code),,,"@Override
            public void dataCode(final int code) {
                codes.add(code);
            }"
org.apache.commons.imaging.formats.tiff.TiffLzwTest,void eoiCode(final int code),,,"@Override
            public void eoiCode(final int code) {
                codes.add(code);
            }"
org.apache.commons.imaging.formats.tiff.TiffLzwTest,void clearCode(final int code),,,"@Override
            public void clearCode(final int code) {
                codes.add(code);
            }"
