id,test_prefix,test_name,mut_class,method_under_test,mut_docstring,mut_method_definition,focal_method,docstring
springside4_118_7,"	@Test
	public void toPrettyString_7_oe() {
		// removed other assertion
		// removed other assertion

		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion
		assertThat(ObjectUtil.toPrettyString(new boolean[] { true, false })).isEqualTo(""[true, false]"");
	}
",ObjectUtilTest::toPrettyString_7_oe,org.springside.modules.utils.base.ObjectUtil,toPrettyString(Object value),"/**
	 * 对象的toString()，处理了对象为数组和集合的情况.
	 */","public static String toPrettyString(Object value) {
		if (value == null) {
			return NULL;
		}

		Class<?> type = value.getClass();

		if (type.isArray()) {
			Class componentType = type.getComponentType();

			if (componentType.isPrimitive()) {
				StringBuilder sb = new StringBuilder();

				if (componentType == int.class) {
					sb.append(Arrays.toString((int[]) value));
				} else if (componentType == long.class) {
					sb.append(Arrays.toString((long[]) value));
				} else if (componentType == double.class) {
					sb.append(Arrays.toString((double[]) value));
				} else if (componentType == float.class) {
					sb.append(Arrays.toString((float[]) value));
				} else if (componentType == boolean.class) {
					sb.append(Arrays.toString((boolean[]) value));
				} else if (componentType == short.class) {
					sb.append(Arrays.toString((short[]) value));
				} else if (componentType == byte.class) {
					sb.append(Arrays.toString((byte[]) value));
				} else {
					throw new IllegalArgumentException(""unsupport array type"");
				}

				return sb.toString();
			} else {
				StringBuilder sb = new StringBuilder();
				sb.append('[');

				Object[] array = (Object[]) value;
				for (int i = 0; i < array.length; i++) {
					if (i > 0) {
						sb.append("", "");
					}
					sb.append(toPrettyString(array[i]));
				}
				sb.append(']');
				return sb.toString();
			}
		} else if (value instanceof Iterable) {
			Iterable iterable = (Iterable) value;
			StringBuilder sb = new StringBuilder();
			sb.append('{');
			int i = 0;
			for (Object o : iterable) {
				if (i > 0) {
					sb.append(',');
				}
				sb.append(toPrettyString(o));
				i++;
			}
			sb.append('}');
			return sb.toString();
		}

		return value.toString();
	}","public static String toPrettyString(Object value) {
		if (value == null) {
			return NULL;
		}

		Class<?> type = value.getClass();

		if (type.isArray()) {
			Class componentType = type.getComponentType();

			if (componentType.isPrimitive()) {
				StringBuilder sb = new StringBuilder();

				if (componentType == int.class) {
					sb.append(Arrays.toString((int[]) value));
				} else if (componentType == long.class) {
					sb.append(Arrays.toString((long[]) value));
				} else if (componentType == double.class) {
					sb.append(Arrays.toString((double[]) value));
				} else if (componentType == float.class) {
					sb.append(Arrays.toString((float[]) value));
				} else if (componentType == boolean.class) {
					sb.append(Arrays.toString((boolean[]) value));
				} else if (componentType == short.class) {
					sb.append(Arrays.toString((short[]) value));
				} else if (componentType == byte.class) {
					sb.append(Arrays.toString((byte[]) value));
				} else {
					throw new IllegalArgumentException(""unsupport array type"");
				}

				return sb.toString();
			} else {
				StringBuilder sb = new StringBuilder();
				sb.append('[');

				Object[] array = (Object[]) value;
				for (int i = 0; i < array.length; i++) {
					if (i > 0) {
						sb.append("", "");
					}
					sb.append(toPrettyString(array[i]));
				}
				sb.append(']');
				return sb.toString();
			}
		} else if (value instanceof Iterable) {
			Iterable iterable = (Iterable) value;
			StringBuilder sb = new StringBuilder();
			sb.append('{');
			int i = 0;
			for (Object o : iterable) {
				if (i > 0) {
					sb.append(',');
				}
				sb.append(toPrettyString(o));
				i++;
			}
			sb.append('}');
			return sb.toString();
		}

		return value.toString();
	}","/**
	 * 对象的toString()，处理了对象为数组和集合的情况.
	 */"
springside4_118_8,"	@Test
	public void toPrettyString_8_oe() {
		// removed other assertion
		// removed other assertion

		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion
		assertThat(ObjectUtil.toPrettyString(new short[] { 1, 2 })).isEqualTo(""[1, 2]"");
	}
",ObjectUtilTest::toPrettyString_8_oe,org.springside.modules.utils.base.ObjectUtil,toPrettyString(Object value),"/**
	 * 对象的toString()，处理了对象为数组和集合的情况.
	 */","public static String toPrettyString(Object value) {
		if (value == null) {
			return NULL;
		}

		Class<?> type = value.getClass();

		if (type.isArray()) {
			Class componentType = type.getComponentType();

			if (componentType.isPrimitive()) {
				StringBuilder sb = new StringBuilder();

				if (componentType == int.class) {
					sb.append(Arrays.toString((int[]) value));
				} else if (componentType == long.class) {
					sb.append(Arrays.toString((long[]) value));
				} else if (componentType == double.class) {
					sb.append(Arrays.toString((double[]) value));
				} else if (componentType == float.class) {
					sb.append(Arrays.toString((float[]) value));
				} else if (componentType == boolean.class) {
					sb.append(Arrays.toString((boolean[]) value));
				} else if (componentType == short.class) {
					sb.append(Arrays.toString((short[]) value));
				} else if (componentType == byte.class) {
					sb.append(Arrays.toString((byte[]) value));
				} else {
					throw new IllegalArgumentException(""unsupport array type"");
				}

				return sb.toString();
			} else {
				StringBuilder sb = new StringBuilder();
				sb.append('[');

				Object[] array = (Object[]) value;
				for (int i = 0; i < array.length; i++) {
					if (i > 0) {
						sb.append("", "");
					}
					sb.append(toPrettyString(array[i]));
				}
				sb.append(']');
				return sb.toString();
			}
		} else if (value instanceof Iterable) {
			Iterable iterable = (Iterable) value;
			StringBuilder sb = new StringBuilder();
			sb.append('{');
			int i = 0;
			for (Object o : iterable) {
				if (i > 0) {
					sb.append(',');
				}
				sb.append(toPrettyString(o));
				i++;
			}
			sb.append('}');
			return sb.toString();
		}

		return value.toString();
	}","public static String toPrettyString(Object value) {
		if (value == null) {
			return NULL;
		}

		Class<?> type = value.getClass();

		if (type.isArray()) {
			Class componentType = type.getComponentType();

			if (componentType.isPrimitive()) {
				StringBuilder sb = new StringBuilder();

				if (componentType == int.class) {
					sb.append(Arrays.toString((int[]) value));
				} else if (componentType == long.class) {
					sb.append(Arrays.toString((long[]) value));
				} else if (componentType == double.class) {
					sb.append(Arrays.toString((double[]) value));
				} else if (componentType == float.class) {
					sb.append(Arrays.toString((float[]) value));
				} else if (componentType == boolean.class) {
					sb.append(Arrays.toString((boolean[]) value));
				} else if (componentType == short.class) {
					sb.append(Arrays.toString((short[]) value));
				} else if (componentType == byte.class) {
					sb.append(Arrays.toString((byte[]) value));
				} else {
					throw new IllegalArgumentException(""unsupport array type"");
				}

				return sb.toString();
			} else {
				StringBuilder sb = new StringBuilder();
				sb.append('[');

				Object[] array = (Object[]) value;
				for (int i = 0; i < array.length; i++) {
					if (i > 0) {
						sb.append("", "");
					}
					sb.append(toPrettyString(array[i]));
				}
				sb.append(']');
				return sb.toString();
			}
		} else if (value instanceof Iterable) {
			Iterable iterable = (Iterable) value;
			StringBuilder sb = new StringBuilder();
			sb.append('{');
			int i = 0;
			for (Object o : iterable) {
				if (i > 0) {
					sb.append(',');
				}
				sb.append(toPrettyString(o));
				i++;
			}
			sb.append('}');
			return sb.toString();
		}

		return value.toString();
	}","/**
	 * 对象的toString()，处理了对象为数组和集合的情况.
	 */"
springside4_118_9,"	@Test
	public void toPrettyString_9_oe() {
		// removed other assertion
		// removed other assertion

		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion
		assertThat(ObjectUtil.toPrettyString(new byte[] { 1, 2 })).isEqualTo(""[1, 2]"");
	}
",ObjectUtilTest::toPrettyString_9_oe,org.springside.modules.utils.base.ObjectUtil,toPrettyString(Object value),"/**
	 * 对象的toString()，处理了对象为数组和集合的情况.
	 */","public static String toPrettyString(Object value) {
		if (value == null) {
			return NULL;
		}

		Class<?> type = value.getClass();

		if (type.isArray()) {
			Class componentType = type.getComponentType();

			if (componentType.isPrimitive()) {
				StringBuilder sb = new StringBuilder();

				if (componentType == int.class) {
					sb.append(Arrays.toString((int[]) value));
				} else if (componentType == long.class) {
					sb.append(Arrays.toString((long[]) value));
				} else if (componentType == double.class) {
					sb.append(Arrays.toString((double[]) value));
				} else if (componentType == float.class) {
					sb.append(Arrays.toString((float[]) value));
				} else if (componentType == boolean.class) {
					sb.append(Arrays.toString((boolean[]) value));
				} else if (componentType == short.class) {
					sb.append(Arrays.toString((short[]) value));
				} else if (componentType == byte.class) {
					sb.append(Arrays.toString((byte[]) value));
				} else {
					throw new IllegalArgumentException(""unsupport array type"");
				}

				return sb.toString();
			} else {
				StringBuilder sb = new StringBuilder();
				sb.append('[');

				Object[] array = (Object[]) value;
				for (int i = 0; i < array.length; i++) {
					if (i > 0) {
						sb.append("", "");
					}
					sb.append(toPrettyString(array[i]));
				}
				sb.append(']');
				return sb.toString();
			}
		} else if (value instanceof Iterable) {
			Iterable iterable = (Iterable) value;
			StringBuilder sb = new StringBuilder();
			sb.append('{');
			int i = 0;
			for (Object o : iterable) {
				if (i > 0) {
					sb.append(',');
				}
				sb.append(toPrettyString(o));
				i++;
			}
			sb.append('}');
			return sb.toString();
		}

		return value.toString();
	}","public static String toPrettyString(Object value) {
		if (value == null) {
			return NULL;
		}

		Class<?> type = value.getClass();

		if (type.isArray()) {
			Class componentType = type.getComponentType();

			if (componentType.isPrimitive()) {
				StringBuilder sb = new StringBuilder();

				if (componentType == int.class) {
					sb.append(Arrays.toString((int[]) value));
				} else if (componentType == long.class) {
					sb.append(Arrays.toString((long[]) value));
				} else if (componentType == double.class) {
					sb.append(Arrays.toString((double[]) value));
				} else if (componentType == float.class) {
					sb.append(Arrays.toString((float[]) value));
				} else if (componentType == boolean.class) {
					sb.append(Arrays.toString((boolean[]) value));
				} else if (componentType == short.class) {
					sb.append(Arrays.toString((short[]) value));
				} else if (componentType == byte.class) {
					sb.append(Arrays.toString((byte[]) value));
				} else {
					throw new IllegalArgumentException(""unsupport array type"");
				}

				return sb.toString();
			} else {
				StringBuilder sb = new StringBuilder();
				sb.append('[');

				Object[] array = (Object[]) value;
				for (int i = 0; i < array.length; i++) {
					if (i > 0) {
						sb.append("", "");
					}
					sb.append(toPrettyString(array[i]));
				}
				sb.append(']');
				return sb.toString();
			}
		} else if (value instanceof Iterable) {
			Iterable iterable = (Iterable) value;
			StringBuilder sb = new StringBuilder();
			sb.append('{');
			int i = 0;
			for (Object o : iterable) {
				if (i > 0) {
					sb.append(',');
				}
				sb.append(toPrettyString(o));
				i++;
			}
			sb.append('}');
			return sb.toString();
		}

		return value.toString();
	}","/**
	 * 对象的toString()，处理了对象为数组和集合的情况.
	 */"
springside4_118_10,"	@Test
	public void toPrettyString_10_oe() {
		// removed other assertion
		// removed other assertion

		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion
		
		assertThat(ObjectUtil.toPrettyString(new Integer[] { 1, 2 })).isEqualTo(""[1, 2]"");
	}
",ObjectUtilTest::toPrettyString_10_oe,org.springside.modules.utils.base.ObjectUtil,toPrettyString(Object value),"/**
	 * 对象的toString()，处理了对象为数组和集合的情况.
	 */","public static String toPrettyString(Object value) {
		if (value == null) {
			return NULL;
		}

		Class<?> type = value.getClass();

		if (type.isArray()) {
			Class componentType = type.getComponentType();

			if (componentType.isPrimitive()) {
				StringBuilder sb = new StringBuilder();

				if (componentType == int.class) {
					sb.append(Arrays.toString((int[]) value));
				} else if (componentType == long.class) {
					sb.append(Arrays.toString((long[]) value));
				} else if (componentType == double.class) {
					sb.append(Arrays.toString((double[]) value));
				} else if (componentType == float.class) {
					sb.append(Arrays.toString((float[]) value));
				} else if (componentType == boolean.class) {
					sb.append(Arrays.toString((boolean[]) value));
				} else if (componentType == short.class) {
					sb.append(Arrays.toString((short[]) value));
				} else if (componentType == byte.class) {
					sb.append(Arrays.toString((byte[]) value));
				} else {
					throw new IllegalArgumentException(""unsupport array type"");
				}

				return sb.toString();
			} else {
				StringBuilder sb = new StringBuilder();
				sb.append('[');

				Object[] array = (Object[]) value;
				for (int i = 0; i < array.length; i++) {
					if (i > 0) {
						sb.append("", "");
					}
					sb.append(toPrettyString(array[i]));
				}
				sb.append(']');
				return sb.toString();
			}
		} else if (value instanceof Iterable) {
			Iterable iterable = (Iterable) value;
			StringBuilder sb = new StringBuilder();
			sb.append('{');
			int i = 0;
			for (Object o : iterable) {
				if (i > 0) {
					sb.append(',');
				}
				sb.append(toPrettyString(o));
				i++;
			}
			sb.append('}');
			return sb.toString();
		}

		return value.toString();
	}","public static String toPrettyString(Object value) {
		if (value == null) {
			return NULL;
		}

		Class<?> type = value.getClass();

		if (type.isArray()) {
			Class componentType = type.getComponentType();

			if (componentType.isPrimitive()) {
				StringBuilder sb = new StringBuilder();

				if (componentType == int.class) {
					sb.append(Arrays.toString((int[]) value));
				} else if (componentType == long.class) {
					sb.append(Arrays.toString((long[]) value));
				} else if (componentType == double.class) {
					sb.append(Arrays.toString((double[]) value));
				} else if (componentType == float.class) {
					sb.append(Arrays.toString((float[]) value));
				} else if (componentType == boolean.class) {
					sb.append(Arrays.toString((boolean[]) value));
				} else if (componentType == short.class) {
					sb.append(Arrays.toString((short[]) value));
				} else if (componentType == byte.class) {
					sb.append(Arrays.toString((byte[]) value));
				} else {
					throw new IllegalArgumentException(""unsupport array type"");
				}

				return sb.toString();
			} else {
				StringBuilder sb = new StringBuilder();
				sb.append('[');

				Object[] array = (Object[]) value;
				for (int i = 0; i < array.length; i++) {
					if (i > 0) {
						sb.append("", "");
					}
					sb.append(toPrettyString(array[i]));
				}
				sb.append(']');
				return sb.toString();
			}
		} else if (value instanceof Iterable) {
			Iterable iterable = (Iterable) value;
			StringBuilder sb = new StringBuilder();
			sb.append('{');
			int i = 0;
			for (Object o : iterable) {
				if (i > 0) {
					sb.append(',');
				}
				sb.append(toPrettyString(o));
				i++;
			}
			sb.append('}');
			return sb.toString();
		}

		return value.toString();
	}","/**
	 * 对象的toString()，处理了对象为数组和集合的情况.
	 */"
springside4_118_11,"	@Test
	public void toPrettyString_11_oe() {
		// removed other assertion
		// removed other assertion

		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion
		
		// removed other assertion
		assertThat(ObjectUtil.toPrettyString(ListUtil.newArrayList(""1"", ""2""))).isEqualTo(""{1,2}"");
	}
",ObjectUtilTest::toPrettyString_11_oe,org.springside.modules.utils.collection.ListUtil,newArrayList(),"/**
	 * 根据等号左边的类型，构造类型正确的ArrayList.
	 * 
	 * @see com.google.common.collect.Lists#newArrayList()
	 */","public static <T> ArrayList<T> newArrayList() {
		return new ArrayList<T>();
	}","public static String toPrettyString(Object value) {
		if (value == null) {
			return NULL;
		}

		Class<?> type = value.getClass();

		if (type.isArray()) {
			Class componentType = type.getComponentType();

			if (componentType.isPrimitive()) {
				StringBuilder sb = new StringBuilder();

				if (componentType == int.class) {
					sb.append(Arrays.toString((int[]) value));
				} else if (componentType == long.class) {
					sb.append(Arrays.toString((long[]) value));
				} else if (componentType == double.class) {
					sb.append(Arrays.toString((double[]) value));
				} else if (componentType == float.class) {
					sb.append(Arrays.toString((float[]) value));
				} else if (componentType == boolean.class) {
					sb.append(Arrays.toString((boolean[]) value));
				} else if (componentType == short.class) {
					sb.append(Arrays.toString((short[]) value));
				} else if (componentType == byte.class) {
					sb.append(Arrays.toString((byte[]) value));
				} else {
					throw new IllegalArgumentException(""unsupport array type"");
				}

				return sb.toString();
			} else {
				StringBuilder sb = new StringBuilder();
				sb.append('[');

				Object[] array = (Object[]) value;
				for (int i = 0; i < array.length; i++) {
					if (i > 0) {
						sb.append("", "");
					}
					sb.append(toPrettyString(array[i]));
				}
				sb.append(']');
				return sb.toString();
			}
		} else if (value instanceof Iterable) {
			Iterable iterable = (Iterable) value;
			StringBuilder sb = new StringBuilder();
			sb.append('{');
			int i = 0;
			for (Object o : iterable) {
				if (i > 0) {
					sb.append(',');
				}
				sb.append(toPrettyString(o));
				i++;
			}
			sb.append('}');
			return sb.toString();
		}

		return value.toString();
	}","/**
	 * 对象的toString()，处理了对象为数组和集合的情况.
	 */"
springside4_137_1,"	@Test
	public void formatDuration_1_oe() {
		assertThat(DateFormatUtil.formatDuration(100)).isEqualTo(""00:00:00.100"");
	}
",DateFormatUtilTest::formatDuration_1_oe,org.springside.modules.utils.time.DateFormatUtil,"formatDuration(@NotNull Date startDate, @NotNull Date endDate)","/**
	 * 按HH:mm:ss.SSS格式，格式化时间间隔.
	 * 
	 * endDate必须大于startDate，间隔可大于1天，
	 */","public static String formatDuration(@NotNull Date startDate, @NotNull Date endDate) {
		return DurationFormatUtils.formatDurationHMS(endDate.getTime() - startDate.getTime());
	}","public static String formatDuration(@NotNull Date startDate, @NotNull Date endDate) {
		return DurationFormatUtils.formatDurationHMS(endDate.getTime() - startDate.getTime());
	}","/**
	 * 按HH:mm:ss.SSS格式，格式化时间间隔.
	 * 
	 * endDate必须大于startDate，间隔可大于1天，
	 */"
springside4_137_2,"	@Test
	public void formatDuration_2_oe() {
		// removed other assertion

		assertThat(DateFormatUtil.formatDuration(new Date(100), new Date(3000))).isEqualTo(""00:00:02.900"");
	}
",DateFormatUtilTest::formatDuration_2_oe,org.springside.modules.utils.time.DateFormatUtil,"formatDuration(@NotNull Date startDate, @NotNull Date endDate)","/**
	 * 按HH:mm:ss.SSS格式，格式化时间间隔.
	 * 
	 * endDate必须大于startDate，间隔可大于1天，
	 */","public static String formatDuration(@NotNull Date startDate, @NotNull Date endDate) {
		return DurationFormatUtils.formatDurationHMS(endDate.getTime() - startDate.getTime());
	}","public static String formatDuration(@NotNull Date startDate, @NotNull Date endDate) {
		return DurationFormatUtils.formatDurationHMS(endDate.getTime() - startDate.getTime());
	}","/**
	 * 按HH:mm:ss.SSS格式，格式化时间间隔.
	 * 
	 * endDate必须大于startDate，间隔可大于1天，
	 */"
springside4_137_3,"	@Test
	public void formatDuration_3_oe() {
		// removed other assertion

		// removed other assertion

		assertThat(DateFormatUtil.formatDuration(DateUtil.MILLIS_PER_DAY * 2 + DateUtil.MILLIS_PER_HOUR * 4)).isEqualTo(""52:00:00.000"");
	}
",DateFormatUtilTest::formatDuration_3_oe,org.springside.modules.utils.time.DateFormatUtil,"formatDuration(@NotNull Date startDate, @NotNull Date endDate)","/**
	 * 按HH:mm:ss.SSS格式，格式化时间间隔.
	 * 
	 * endDate必须大于startDate，间隔可大于1天，
	 */","public static String formatDuration(@NotNull Date startDate, @NotNull Date endDate) {
		return DurationFormatUtils.formatDurationHMS(endDate.getTime() - startDate.getTime());
	}","public static String formatDuration(@NotNull Date startDate, @NotNull Date endDate) {
		return DurationFormatUtils.formatDurationHMS(endDate.getTime() - startDate.getTime());
	}","/**
	 * 按HH:mm:ss.SSS格式，格式化时间间隔.
	 * 
	 * endDate必须大于startDate，间隔可大于1天，
	 */"
springside4_137_4,"	@Test
	public void formatDuration_4_oe() {
		// removed other assertion

		// removed other assertion

		// removed other assertion

		assertThat(DateFormatUtil.formatDurationOnSecond(new Date(100), new Date(3000))).isEqualTo(""00:00:02"");
	}
",DateFormatUtilTest::formatDuration_4_oe,org.springside.modules.utils.time.DateFormatUtil,"formatDurationOnSecond(@NotNull Date startDate, @NotNull Date endDate)","/**
	 * 按HH:mm:ss格式，格式化时间间隔
	 * 
	 * endDate必须大于startDate，间隔可大于1天
	 */","public static String formatDurationOnSecond(@NotNull Date startDate, @NotNull Date endDate) {
		return DurationFormatUtils.formatDuration(endDate.getTime() - startDate.getTime(), ""HH:mm:ss"");
	}","public static String formatDurationOnSecond(@NotNull Date startDate, @NotNull Date endDate) {
		return DurationFormatUtils.formatDuration(endDate.getTime() - startDate.getTime(), ""HH:mm:ss"");
	}","/**
	 * 按HH:mm:ss格式，格式化时间间隔
	 * 
	 * endDate必须大于startDate，间隔可大于1天
	 */"
springside4_137_5,"	@Test
	public void formatDuration_5_oe() {
		// removed other assertion

		// removed other assertion

		// removed other assertion

		// removed other assertion

		assertThat(DateFormatUtil.formatDurationOnSecond(2000)).isEqualTo(""00:00:02"");
	}
",DateFormatUtilTest::formatDuration_5_oe,org.springside.modules.utils.time.DateFormatUtil,"formatDurationOnSecond(@NotNull Date startDate, @NotNull Date endDate)","/**
	 * 按HH:mm:ss格式，格式化时间间隔
	 * 
	 * endDate必须大于startDate，间隔可大于1天
	 */","public static String formatDurationOnSecond(@NotNull Date startDate, @NotNull Date endDate) {
		return DurationFormatUtils.formatDuration(endDate.getTime() - startDate.getTime(), ""HH:mm:ss"");
	}","public static String formatDurationOnSecond(@NotNull Date startDate, @NotNull Date endDate) {
		return DurationFormatUtils.formatDuration(endDate.getTime() - startDate.getTime(), ""HH:mm:ss"");
	}","/**
	 * 按HH:mm:ss格式，格式化时间间隔
	 * 
	 * endDate必须大于startDate，间隔可大于1天
	 */"
springside4_137_6,"	@Test
	public void formatDuration_6_oe() {
		// removed other assertion

		// removed other assertion

		// removed other assertion

		// removed other assertion

		// removed other assertion

		assertThat(DateFormatUtil.formatDurationOnSecond(DateUtil.MILLIS_PER_DAY * 2 + DateUtil.MILLIS_PER_HOUR * 4)).isEqualTo(""52:00:00"");
	}
",DateFormatUtilTest::formatDuration_6_oe,org.springside.modules.utils.time.DateFormatUtil,"formatDurationOnSecond(@NotNull Date startDate, @NotNull Date endDate)","/**
	 * 按HH:mm:ss格式，格式化时间间隔
	 * 
	 * endDate必须大于startDate，间隔可大于1天
	 */","public static String formatDurationOnSecond(@NotNull Date startDate, @NotNull Date endDate) {
		return DurationFormatUtils.formatDuration(endDate.getTime() - startDate.getTime(), ""HH:mm:ss"");
	}","public static String formatDurationOnSecond(@NotNull Date startDate, @NotNull Date endDate) {
		return DurationFormatUtils.formatDuration(endDate.getTime() - startDate.getTime(), ""HH:mm:ss"");
	}","/**
	 * 按HH:mm:ss格式，格式化时间间隔
	 * 
	 * endDate必须大于startDate，间隔可大于1天
	 */"
springside4_140_1,"	@Test
	public void isNumber_1_oe() {
		assertThat(NumberUtil.isNumber(""123"")).isTrue();
	}
",NumberUtilTest::isNumber_1_oe,org.springside.modules.utils.number.NumberUtil,isNumber(String str),"/**
	 * 判断字符串是否合法数字
	 */","public static boolean isNumber(String str) {
		return NumberUtils.isNumber(str);
	}","public static boolean isNumber(String str) {
		return NumberUtils.isNumber(str);
	}","/**
	 * 判断字符串是否合法数字
	 */"
springside4_140_2,"	@Test
	public void isNumber_2_oe() {
		// removed other assertion
		assertThat(NumberUtil.isNumber(""-123.1"")).isTrue();
	}
",NumberUtilTest::isNumber_2_oe,org.springside.modules.utils.number.NumberUtil,isNumber(String str),"/**
	 * 判断字符串是否合法数字
	 */","public static boolean isNumber(String str) {
		return NumberUtils.isNumber(str);
	}","public static boolean isNumber(String str) {
		return NumberUtils.isNumber(str);
	}","/**
	 * 判断字符串是否合法数字
	 */"
springside4_140_3,"	@Test
	public void isNumber_3_oe() {
		// removed other assertion
		// removed other assertion
		assertThat(NumberUtil.isNumber(""-1a3.1"")).isFalse();
	}
",NumberUtilTest::isNumber_3_oe,org.springside.modules.utils.number.NumberUtil,isNumber(String str),"/**
	 * 判断字符串是否合法数字
	 */","public static boolean isNumber(String str) {
		return NumberUtils.isNumber(str);
	}","public static boolean isNumber(String str) {
		return NumberUtils.isNumber(str);
	}","/**
	 * 判断字符串是否合法数字
	 */"
springside4_140_4,"	@Test
	public void isNumber_4_oe() {
		// removed other assertion
		// removed other assertion
		// removed other assertion

		assertThat(NumberUtil.isHexNumber(""0x12F"")).isTrue();
	}
",NumberUtilTest::isNumber_4_oe,org.springside.modules.utils.number.NumberUtil,isHexNumber(String value),"/**
	 * 判断字符串是否16进制
	 */","public static boolean isHexNumber(String value) {
		int index = value.startsWith(""-"") ? 1 : 0;
		return value.startsWith(""0x"", index) || value.startsWith(""0X"", index) || value.startsWith(""#"", index);
	}","public static boolean isHexNumber(String value) {
		int index = value.startsWith(""-"") ? 1 : 0;
		return value.startsWith(""0x"", index) || value.startsWith(""0X"", index) || value.startsWith(""#"", index);
	}","/**
	 * 判断字符串是否16进制
	 */"
springside4_140_5,"	@Test
	public void isNumber_5_oe() {
		// removed other assertion
		// removed other assertion
		// removed other assertion

		// removed other assertion
		assertThat(NumberUtil.isHexNumber(""-0x12A3"")).isTrue();
	}
",NumberUtilTest::isNumber_5_oe,org.springside.modules.utils.number.NumberUtil,isHexNumber(String value),"/**
	 * 判断字符串是否16进制
	 */","public static boolean isHexNumber(String value) {
		int index = value.startsWith(""-"") ? 1 : 0;
		return value.startsWith(""0x"", index) || value.startsWith(""0X"", index) || value.startsWith(""#"", index);
	}","public static boolean isHexNumber(String value) {
		int index = value.startsWith(""-"") ? 1 : 0;
		return value.startsWith(""0x"", index) || value.startsWith(""0X"", index) || value.startsWith(""#"", index);
	}","/**
	 * 判断字符串是否16进制
	 */"
springside4_140_6,"	@Test
	public void isNumber_6_oe() {
		// removed other assertion
		// removed other assertion
		// removed other assertion

		// removed other assertion
		// removed other assertion
		assertThat(NumberUtil.isHexNumber(""12A3"")).isFalse();
	}
",NumberUtilTest::isNumber_6_oe,org.springside.modules.utils.number.NumberUtil,isHexNumber(String value),"/**
	 * 判断字符串是否16进制
	 */","public static boolean isHexNumber(String value) {
		int index = value.startsWith(""-"") ? 1 : 0;
		return value.startsWith(""0x"", index) || value.startsWith(""0X"", index) || value.startsWith(""#"", index);
	}","public static boolean isHexNumber(String value) {
		int index = value.startsWith(""-"") ? 1 : 0;
		return value.startsWith(""0x"", index) || value.startsWith(""0X"", index) || value.startsWith(""#"", index);
	}","/**
	 * 判断字符串是否16进制
	 */"
springside4_141_1,"	@Test
	public void toNumber_1_oe() {
		assertThat(NumberUtil.toInt(""122"")).isEqualTo(122);
	}
",NumberUtilTest::toNumber_1_oe,org.springside.modules.utils.number.NumberUtil,toInt(byte[] bytes),,"public static int toInt(byte[] bytes) {
		return Ints.fromByteArray(bytes);
	}","public static int toInt(byte[] bytes) {
		return Ints.fromByteArray(bytes);
	}",
springside4_141_2,"	@Test
	public void toNumber_2_oe() {
		// removed other assertion
		assertThat(NumberUtil.toInt(""12A"")).isEqualTo(0);
	}
",NumberUtilTest::toNumber_2_oe,org.springside.modules.utils.number.NumberUtil,toInt(byte[] bytes),,"public static int toInt(byte[] bytes) {
		return Ints.fromByteArray(bytes);
	}","public static int toInt(byte[] bytes) {
		return Ints.fromByteArray(bytes);
	}",
springside4_141_3,"	@Test
	public void toNumber_3_oe() {
		// removed other assertion
		// removed other assertion
		assertThat(NumberUtil.toInt((String) null)).isEqualTo(0);
	}
",NumberUtilTest::toNumber_3_oe,org.springside.modules.utils.number.NumberUtil,toInt(byte[] bytes),,"public static int toInt(byte[] bytes) {
		return Ints.fromByteArray(bytes);
	}","public static int toInt(byte[] bytes) {
		return Ints.fromByteArray(bytes);
	}",
springside4_141_4,"	@Test
	public void toNumber_4_oe() {
		// removed other assertion
		// removed other assertion
		// removed other assertion
		assertThat(NumberUtil.toInt(""12A"", 123)).isEqualTo(123);
	}
",NumberUtilTest::toNumber_4_oe,org.springside.modules.utils.number.NumberUtil,toInt(byte[] bytes),,"public static int toInt(byte[] bytes) {
		return Ints.fromByteArray(bytes);
	}","public static int toInt(byte[] bytes) {
		return Ints.fromByteArray(bytes);
	}",
springside4_141_5,"	@Test
	public void toNumber_5_oe() {
		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion

		assertThat(NumberUtil.toLong(""122"")).isEqualTo(122L);
	}
",NumberUtilTest::toNumber_5_oe,org.springside.modules.utils.number.NumberUtil,toLong(byte[] bytes),,"public static long toLong(byte[] bytes) {
		return Longs.fromByteArray(bytes);
	}","public static long toLong(byte[] bytes) {
		return Longs.fromByteArray(bytes);
	}",
springside4_141_6,"	@Test
	public void toNumber_6_oe() {
		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion

		// removed other assertion
		assertThat(NumberUtil.toLong(""12A"")).isEqualTo(0L);
	}
",NumberUtilTest::toNumber_6_oe,org.springside.modules.utils.number.NumberUtil,toLong(byte[] bytes),,"public static long toLong(byte[] bytes) {
		return Longs.fromByteArray(bytes);
	}","public static long toLong(byte[] bytes) {
		return Longs.fromByteArray(bytes);
	}",
